canonical_name,display_name,matched_name,source_names,country_code,openalex_id,ror_id,window_key,window_label,window_start,window_end,works,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,field_entropy,active_fields,international_collab_count,international_collab_share,core_source_count,core_source_share,oa_count,oa_share,oa_gold_count,oa_hybrid_count,oa_green_count,oa_bronze_count,oa_diamond_count,closed_count,sdg_count,sdg_share,funder_count,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
Maastricht University,Maastricht University,Maastricht University,Maastricht University,NL,https://openalex.org/I34352273,https://ror.org/02jz4aj89,2025,Annual snapshot 2025,2025,2025,5489,1653,1653,255,0.3011477500455456,0.04645654946256149,833,2.151296990779923,11,3941,0.7179814173802149,4771,0.8691929313171798,4708,0.8577154308617234,1474,1896,747,200,391,781,1886,0.343596283476043,200,False,301-400,254,183
Radboud University Nijmegen,Radboud University Nijmegen,Radboud University Nijmegen,Radboud University Nijmegen,NL,https://openalex.org/I145872427,https://ror.org/016xsfp80,2025,Annual snapshot 2025,2025,2025,8061,2427,2427,379,0.30107927056196504,0.047016499193648434,1247,2.2424104710697206,14,5205,0.6457015258652773,7082,0.8785510482570401,6711,0.8325269817640492,2013,2824,1004,244,626,1350,2812,0.34884009428110657,200,False,101-150,,142
University of Amsterdam,University of Amsterdam,University of Amsterdam,University of Amsterdam,NL,https://openalex.org/I887064364,https://ror.org/04dkp9463,2025,Annual snapshot 2025,2025,2025,8637,2883,2883,515,0.3337964571031608,0.059627185365288875,1147,2.388269825659477,16,5462,0.6323955076994326,7194,0.8329281000347343,7290,0.8440430705105939,1983,3083,1314,306,604,1347,2741,0.31735556327428505,200,False,101-150,60,39
University of Groningen,University of Groningen,University of Groningen,University of Groningen,NL,https://openalex.org/I169381384,https://ror.org/012p63287,2025,Annual snapshot 2025,2025,2025,7057,2272,2272,402,0.32194983704123564,0.05696471588493694,1257,2.5729899177653195,15,4720,0.6688394501912994,5962,0.8448349156865523,6420,0.9097350148788437,1615,2729,1273,184,619,637,2216,0.31401445373388126,200,False,73,157,77
Utrecht University,Utrecht University,Utrecht University,Utrecht University,NL,https://openalex.org/I193662353,https://ror.org/04pp8hn57,2025,Annual snapshot 2025,2025,2025,7628,2401,2401,415,0.3147614053487153,0.05440482433141059,1078,2.670547413467636,18,4897,0.641976927110645,6190,0.8114840062926062,6524,0.8552700576822234,1921,2695,1185,204,519,1104,2451,0.3213162034609334,200,False,56,113,54
Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,NL,https://openalex.org/I865915315,https://ror.org/008xxew50,2025,Annual snapshot 2025,2025,2025,6146,1990,1990,370,0.32378782948259033,0.060201757240481615,941,2.5505192823090512,15,3896,0.6339082329970712,5003,0.8140253823625122,5341,0.8690205011389521,1574,2225,1030,148,364,805,1869,0.3041002277904328,200,False,151-200,185,91
Wageningen University and Research Center,Wageningen University & Research,Wageningen University & Research,Wageningen University & Research; Wageningen University and Research Center,NL,https://openalex.org/I913481162,https://ror.org/04qw24q55,2025,Annual snapshot 2025,2025,2025,4750,1672,1672,277,0.352,0.05831578947368421,923,2.27407770259216,7,3388,0.7132631578947368,4175,0.8789473684210526,4664,0.9818947368421053,1465,1887,960,83,269,86,1889,0.3976842105263158,200,False,151-200,154,119
NTNU - Norwegian University of Science and Technology,Norwegian University of Science and Technology,Norwegian University of Science and Technology,NTNU - Norwegian University of Science and Technology,NO,https://openalex.org/I204778367,https://ror.org/05xg72x27,2025,Annual snapshot 2025,2025,2025,5842,1649,1649,242,0.28226634714138993,0.04142416980486135,716,2.588181417892034,15,3691,0.6318041766518315,4752,0.813420061622732,4302,0.7363916466963368,1531,1768,362,174,467,1540,1822,0.31187949332420406,200,False,151-200,264,238
University of Oslo,University of Oslo,University of Oslo,University of Oslo,NO,https://openalex.org/I184942183,https://ror.org/01xtthb56,2025,Annual snapshot 2025,2025,2025,6707,2000,2000,352,0.2981959147159684,0.05248248099001044,984,2.563753089067113,13,4419,0.6588638735649321,5579,0.8318175041001938,5236,0.7806769047264053,1784,2101,396,291,664,1471,2155,0.32130609810645594,200,False,83,131,105
The University of Auckland,University of Auckland,University of Auckland,The University of Auckland; University of Auckland,NZ,https://openalex.org/I154130895,https://ror.org/03b94tp07,2025,Annual snapshot 2025,2025,2025,6339,1765,1765,297,0.27843508439817005,0.04685281590156176,763,2.6496630932854957,15,4030,0.6357469632434138,5019,0.7917652626597255,4057,0.6400063101435558,1185,1697,423,342,410,2282,2083,0.3286007256665089,200,False,201-300,67,117
