canonical_name,display_name,matched_name,source_names,country_code,openalex_id,ror_id,window_key,window_label,window_start,window_end,works,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,field_entropy,active_fields,international_collab_count,international_collab_share,core_source_count,core_source_share,oa_count,oa_share,oa_gold_count,oa_hybrid_count,oa_green_count,oa_bronze_count,oa_diamond_count,closed_count,sdg_count,sdg_share,funder_count,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
Khalifa University,Khalifa University of Science and Technology,Khalifa University of Science and Technology,Khalifa University,AE,https://openalex.org/I176601375,https://ror.org/05hffr360,2021_2025,5-year 2021-2025,2021,2025,12872,4164,4164,687,0.32349285270354255,0.053371659415786206,274,2.341037697765551,18,9455,0.7345400870105656,10081,0.7831727781230577,6656,0.5170913610938471,3253,1670,771,417,545,6216,6920,0.5376009944064637,200,False,601-700,147,340
Universidad de Buenos Aires (UBA),Universidad de Buenos Aires,Universidad de Buenos Aires,Universidad de Buenos Aires (UBA),AR,https://openalex.org/I24354313,https://ror.org/0081fs513,2021_2025,5-year 2021-2025,2021,2025,24992,4038,4038,412,0.16157170294494239,0.01648527528809219,503,2.578795292292303,17,10369,0.4148927656850192,12563,0.5026808578745199,18694,0.7479993597951344,3125,1965,2772,1260,9572,6298,14019,0.5609395006402048,200,False,,84,
Technische Universität Wien,TU Wien,TU Wien,Technische Universität Wien,AT,https://openalex.org/I145847075,https://ror.org/04d836q62,2021_2025,5-year 2021-2025,2021,2025,16965,3603,3603,474,0.21237842617152963,0.027939876215738284,623,2.3772794599126232,16,10181,0.6001178897730622,12074,0.711700559976422,11535,0.6799292661361627,3340,4575,1792,565,1263,5430,7693,0.45346301208370177,200,False,,191,
University of Vienna,University of Vienna,University of Vienna,University of Vienna,AT,https://openalex.org/I129774422,https://ror.org/03prydq77,2021_2025,5-year 2021-2025,2021,2025,29106,8393,8393,1399,0.28835978835978837,0.04806569092283378,774,2.80211878548898,18,18617,0.6396275681989968,20193,0.6937744794887652,21248,0.7300213014498729,6189,8134,3265,1432,2228,7858,14757,0.5070088641517213,200,False,101-150,140,193
Curtin University,Curtin University,Curtin University,Curtin University,AU,https://openalex.org/I205640436,https://ror.org/02n415q13,2021_2025,5-year 2021-2025,2021,2025,23409,7845,7845,1228,0.3351275150583109,0.05245845614934427,568,2.663170280724101,17,15106,0.6453073604169337,20055,0.856721773676791,15521,0.6630355846042121,5733,4739,2234,1501,1314,7888,13067,0.5582041095305225,200,False,201-300,189,155
Deakin University,Deakin University,Deakin University,Deakin University,AU,https://openalex.org/I149704539,https://ror.org/02czsnj07,2021_2025,5-year 2021-2025,2021,2025,27719,9937,9937,1592,0.3584905660377358,0.05743352934810058,608,2.549536491868453,15,14969,0.5400266964897723,22323,0.8053320826869657,23575,0.8504996572747935,5973,5647,8999,1704,1252,4144,15826,0.5709441177531657,200,False,201-300,227,142
"Macquarie University (Sydney, Australia)",Macquarie University,Macquarie University,"Macquarie University; Macquarie University (Sydney, Australia)",AU,https://openalex.org/I99043593,https://ror.org/01sf06y89,2021_2025,5-year 2021-2025,2021,2025,24742,8225,8225,1312,0.33243068466575054,0.053027241128445556,648,2.721618755692681,18,14365,0.5805917064101528,19510,0.7885377091585158,15073,0.6092070164093444,5261,4866,2170,1639,1137,9669,13862,0.5602619028372807,200,False,201-300,126,173
Monash University,Monash University,Monash University,Monash University,AU,https://openalex.org/I56590836,https://ror.org/02bfwt286,2021_2025,5-year 2021-2025,2021,2025,67864,22268,22268,3685,0.3281268419191324,0.0542997760226335,1066,2.4919101226378193,18,40032,0.5898856536602617,57106,0.8414770717906401,45893,0.6762495579394082,15463,14089,7223,5316,3802,21971,39560,0.5829305670163857,200,False,76,31,38
Queensland University of Technology,Queensland University of Technology,Queensland University of Technology,Queensland University of Technology,AU,https://openalex.org/I160993911,https://ror.org/03pnv4752,2021_2025,5-year 2021-2025,2021,2025,23975,8121,8121,1248,0.33872784150156415,0.05205422314911366,605,2.6496612771727968,18,13448,0.5609176225234619,20203,0.8426694473409801,15444,0.6441710114702816,5372,5007,2319,1570,1176,8531,13482,0.5623357664233577,200,False,301-400,240,172
RMIT University,RMIT University,RMIT University,RMIT University,AU,https://openalex.org/I82951845,https://ror.org/04ttjf776,2021_2025,5-year 2021-2025,2021,2025,23736,8076,8076,1277,0.3402426693629929,0.053800134816312774,488,2.592085171506899,16,16081,0.6774941017863162,18112,0.7630603302999663,16636,0.70087630603303,4172,4224,5842,1076,1322,7100,12823,0.5402342433434446,200,False,301-400,119,173
Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,AU,https://openalex.org/I57093077,https://ror.org/031rekg67,2021_2025,5-year 2021-2025,2021,2025,16288,5269,5269,1027,0.3234896856581532,0.06305255402750491,499,2.5779012370497894,17,9639,0.5917853634577603,11816,0.7254420432220039,10299,0.6323059921414538,3033,2482,3023,827,934,5989,8583,0.5269523575638507,200,False,201-300,291,164
The Australian National University,Australian National University,Australian National University,Australian National University; Australian National University (ANU); The Australian National University,AU,https://openalex.org/I118347636,https://ror.org/019wvm592,2021_2025,5-year 2021-2025,2021,2025,30225,9456,9456,1493,0.3128535980148883,0.04939619520264681,1054,2.7650132548267683,20,17372,0.5747559966914806,22238,0.7357485525227461,19643,0.6498924731182796,5885,6155,3292,2409,1902,10582,16198,0.5359139784946236,200,False,101-150,29,81
The University of Adelaide,The University of Adelaide,The University of Adelaide,Adelaide University; The University of Adelaide,AU,https://openalex.org/I5681781,https://ror.org/00892tw58,2021_2025,5-year 2021-2025,2021,2025,30279,9953,9953,1711,0.32870966676574526,0.05650781069388025,883,2.673934315892281,19,17471,0.577000561445226,25312,0.835958915419928,18838,0.6221473628587469,6572,6334,2164,2097,1671,11441,17578,0.5805343637504541,200,False,151-200,79,85
The University of Melbourne,The University of Melbourne,The University of Melbourne,The University of Melbourne; University of Melbourne,AU,https://openalex.org/I165779595,https://ror.org/01ej9dk98,2021_2025,5-year 2021-2025,2021,2025,74481,24218,24218,3997,0.3251567513862596,0.0536646930089553,1251,2.4941684770944526,17,41645,0.5591358870047395,62518,0.8393818557752984,51596,0.6927404304453485,18653,15655,7225,5831,4232,22885,44943,0.6034156362025215,200,False,38,22,28
The University of New South Wales,UNSW Sydney,UNSW Sydney,The University of New South Wales; The University of New South Wales (UNSW Sydney); University of New South Wales,AU,https://openalex.org/I31746571,https://ror.org/03r8z3t63,2021_2025,5-year 2021-2025,2021,2025,62216,20304,20304,3364,0.32634692040632635,0.05406969268355407,1032,2.578471074081823,20,36474,0.5862479105053362,51942,0.8348656294200849,40917,0.6576604088980327,14159,12407,6878,4191,3282,21299,35759,0.5747556898546997,200,False,80,19,33
The University of Western Australia,The University of Western Australia,The University of Western Australia,The University of Western Australia; University of Western Australia,AU,https://openalex.org/I177877127,https://ror.org/047272k79,2021_2025,5-year 2021-2025,2021,2025,31887,10388,10388,1666,0.32577539436133846,0.052246997208893906,973,2.591479785575255,17,19821,0.621601279518299,27282,0.8555837802239157,21961,0.6887132687302036,7923,6437,3660,2470,1471,9926,19119,0.5995860381973845,200,False,101-150,77,90
University of Queensland Australia,The University of Queensland,The University of Queensland,The University of Queensland; University of Queensland Australia,AU,https://openalex.org/I165143802,https://ror.org/00rqy9422,2021_2025,5-year 2021-2025,2021,2025,60601,19887,19887,3227,0.3281629016022838,0.05324994637052194,1443,2.630222120481199,19,36276,0.5986039834326167,51759,0.8540948169172126,39943,0.6591145360637614,14313,13028,5380,4129,3093,20658,35524,0.5861949472780977,200,False,65,40,42
University of Sydney,The University of Sydney,The University of Sydney,The University of Sydney; University of Sydney,AU,https://openalex.org/I129604602,https://ror.org/0384j8v12,2021_2025,5-year 2021-2025,2021,2025,71579,22485,22485,3556,0.3141284454937901,0.049679375235753505,1251,2.4611498887762178,16,40042,0.5594098827868509,59660,0.8334846812612637,47002,0.6566451054080107,16960,14224,6104,5647,4067,24577,41045,0.5734223724835497,200,False,72,28,31
University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,AU,https://openalex.org/I114017466,https://ror.org/03f0f6041,2021_2025,5-year 2021-2025,2021,2025,29339,10375,10375,1655,0.3536248679232421,0.056409557244623196,567,2.550207340576347,17,19335,0.6590204165104468,22798,0.7770544326664167,15573,0.5307951872933638,5893,4317,2679,1304,1380,13766,16572,0.5648454275878524,200,False,201-300,87,85
University of Wollongong,University of Wollongong,University of Wollongong,University of Wollongong,AU,https://openalex.org/I204824540,https://ror.org/00jtmb277,2021_2025,5-year 2021-2025,2021,2025,18164,5746,5746,1017,0.3163400132129487,0.05598987007267122,568,2.6462771910065066,17,11213,0.6173199735741026,15001,0.8258643470601189,12276,0.6758423254789694,3641,3133,3479,1070,953,5888,10025,0.5519158775600088,200,False,301-400,195,204
Ghent University,Ghent University,Ghent University,Ghent University,BE,https://openalex.org/I32597200,https://ror.org/00cv9y106,2021_2025,5-year 2021-2025,2021,2025,37383,11619,11619,1694,0.31080972634620013,0.04531471524489741,900,2.7771098331201265,19,24932,0.6669341679372977,32009,0.8562448171628815,28728,0.7684776502688387,10192,5157,7872,3844,1663,8655,21509,0.5753684830002943,200,False,91,150,104
KU Leuven,KU Leuven,KU Leuven,KU Leuven,BE,https://openalex.org/I99464096,https://ror.org/05f950310,2021_2025,5-year 2021-2025,2021,2025,59385,18022,18022,2998,0.3034773090847857,0.050484128988801884,1298,2.5846727996674126,18,41029,0.6908983750105245,47846,0.8056916729813927,44463,0.7487244253599393,13378,8378,13776,5272,3659,14922,33718,0.5677864780668519,200,False,76,59,48
Université catholique de Louvain (UCLouvain),UCLouvain,UCLouvain,Université catholique de Louvain (UCLouvain),BE,https://openalex.org/I95674353,https://ror.org/02495e989,2021_2025,5-year 2021-2025,2021,2025,18699,4842,4842,719,0.2589443285737205,0.03845125407775817,794,2.6907226541652913,18,11953,0.639232044494358,13079,0.6994491684047275,14803,0.7916466121182951,3724,2318,5292,1413,2056,3896,10090,0.5396010481843949,200,False,,196,
Université libre de Bruxelles (ULB),Université Libre de Bruxelles,Université Libre de Bruxelles,Université libre de Bruxelles (ULB),BE,https://openalex.org/I132053463,https://ror.org/01r9htc13,2021_2025,5-year 2021-2025,2021,2025,18781,5265,5265,881,0.28033651030296575,0.04690911027101858,827,2.5644335467789725,19,13141,0.6996965017837176,13806,0.7351046270166658,15137,0.8059741227836643,4484,2256,5176,1561,1660,3644,10379,0.5526329801395027,200,False,101-150,248,275
Universidade de São Paulo,Universidade de São Paulo,Universidade de São Paulo,Universidade de São Paulo; University of Sao Paulo,BR,https://openalex.org/I17974374,https://ror.org/036rp1748,2021_2025,5-year 2021-2025,2021,2025,107329,16789,16789,1758,0.15642556997642762,0.016379543273486195,866,2.680843290988009,20,44187,0.4116967455207819,65156,0.6070679872168752,79897,0.7444120414799356,21729,7106,12334,5275,33453,27432,59608,0.5553764592980462,200,False,101-150,133,134
McGill University,McGill University,McGill University,McGill University,CA,https://openalex.org/I5023651,https://ror.org/01pxwe438,2021_2025,5-year 2021-2025,2021,2025,51471,14707,14707,2349,0.285733714130287,0.04563734918692079,1217,2.5269123970006366,18,30046,0.5837461871733598,43243,0.8401429931417691,33093,0.6429445707291485,12643,7957,4707,3769,4017,18378,29464,0.5724388490606361,200,False,76,30,68
McMaster University,McMaster University,McMaster University,McMaster University,CA,https://openalex.org/I98251732,https://ror.org/02fa3aq29,2021_2025,5-year 2021-2025,2021,2025,36339,10110,10110,1656,0.2782134896392306,0.045570874267316104,1183,2.1896168083512517,16,20260,0.5575277250337103,31406,0.8642505297338947,22773,0.6266820771072401,9214,5231,2891,2793,2644,13566,21391,0.588651311263381,200,False,101-150,174,150
Queen's University at Kingston,Queen's University,Queen's University,Queen's University at Kingston,CA,https://openalex.org/I204722609,https://ror.org/02y72wh86,2021_2025,5-year 2021-2025,2021,2025,22543,5860,5860,869,0.25994765559153615,0.03854855165683361,763,2.501930438668335,20,11656,0.5170562924189327,17877,0.793017788226944,13114,0.581732688639489,4634,2979,1867,1448,2186,9429,12678,0.5623918733087877,200,False,201-300,179,415
The University of Calgary,University of Calgary,University of Calgary,The University of Calgary,CA,https://openalex.org/I168635309,https://ror.org/03yjb2x39,2021_2025,5-year 2021-2025,2021,2025,41476,11298,11298,1711,0.27239849551547884,0.04125277268781946,916,2.3474643116452016,17,23120,0.5574308033561578,34955,0.8427765454720803,25105,0.6052898061529559,10171,5620,3323,3081,2910,16371,23928,0.5769119490789855,200,False,151-200,249,208
University of Alberta,University of Alberta,University of Alberta,University of Alberta,CA,https://openalex.org/I154425047,https://ror.org/0160cpw27,2021_2025,5-year 2021-2025,2021,2025,50799,13465,13465,1880,0.2650642729187582,0.0370086025315459,1066,2.5787137861041227,19,28806,0.5670584066615485,42928,0.8450560050394693,29325,0.5772751432114805,11412,7154,3668,3227,3864,21474,29115,0.5731412035669994,200,False,101-150,96,164
University of British Columbia,University of British Columbia,University of British Columbia,University of British Columbia,CA,https://openalex.org/I141945490,https://ror.org/03rmrcq20,2021_2025,5-year 2021-2025,2021,2025,67743,19959,19959,3181,0.2946282272707143,0.04695688115377235,1327,2.487159581154792,18,39189,0.578495195075506,57017,0.8416662976248468,42414,0.6261015898321598,16093,10384,6702,4655,4580,25329,39884,0.5887545576664748,200,False,53,45,42
University of Montreal,Université de Montréal,Université de Montréal,University of Montreal; Université de Montréal,CA,https://openalex.org/I70931966,https://ror.org/0161xgx34,2021_2025,5-year 2021-2025,2021,2025,32565,8569,8569,1249,0.2631352679256871,0.03835406110855213,902,2.388349799119355,15,17218,0.5287271610624904,26323,0.8083218179026562,21960,0.6743436204514048,8143,4919,2972,2370,3556,10605,18655,0.5728542914171657,200,False,151-200,162,193
University of Toronto,University of Toronto,University of Toronto,University of Toronto,CA,https://openalex.org/I185261750,https://ror.org/03dbr7087,2021_2025,5-year 2021-2025,2021,2025,106824,31127,31127,5016,0.2913858308994233,0.046955740283082456,1761,2.3581489875013832,18,60918,0.5702651089642777,89936,0.8419081854264959,67045,0.6276211338276043,25911,15618,9813,8409,7294,39779,62762,0.5875271474575002,200,True,25,32,20
