rank,display_name,canonical_name,matched_name,source_names,country_code,score,window_key,window_label,window_start,window_end,works,top10_count,top1_count,top10_share,top1_share,h_index,field_entropy,active_fields,international_collab_count,international_collab_share,core_source_count,core_source_share,oa_count,oa_share,oa_gold_count,oa_hybrid_count,oa_green_count,oa_bronze_count,oa_diamond_count,closed_count,sdg_count,sdg_share,funder_count,scale_score,top10_volume_score,top1_volume_score,top10_rate_score,top1_rate_score,h_index_score,field_breadth_score,active_fields_score,international_collab_score,core_source_score,open_access_score,sdg_score,funder_diversity_score,metric_details_json,has_medical_school_or_center,openalex_id,ror_id,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
1,University of Oxford,University of Oxford,University of Oxford,University of Oxford,GB,99.88,2020,Annual snapshot 2020,2020,2020,20126,7325,1452,0.363957,0.072145,2048,2.624860,19,12456,0.618901,15295,0.759962,14323,0.711667,4375,3323,3548,2220,857,5803,12434,0.617808,200,99.889325,100.000000,100.000000,90.222714,98.583119,100.000000,88.020844,100.000000,74.396433,52.672228,76.123238,40.639507,50.000000,"[{""key"":""scale"",""label"":""Publication scale"",""description"":""OpenAlex works in the selected publication window."",""source"":""works"",""format"":""integer"",""value"":""20126"",""score"":""99.89"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.1800""},{""key"":""top10_volume"",""label"":""Top 10% papers"",""description"":""Works in OpenAlex's field/year-normalized top 10% citation percentile."",""source"":""top10_count"",""format"":""integer"",""value"":""7325"",""score"":""100.00"",""research_weight"":""0.2000"",""comprehensive_weight"":""0.1400""},{""key"":""top1_volume"",""label"":""Top 1% papers"",""description"":""Works in OpenAlex's field/year-normalized top 1% citation percentile."",""source"":""top1_count"",""format"":""integer"",""value"":""1452"",""score"":""100.00"",""research_weight"":""0.1600"",""comprehensive_weight"":""0.1000""},{""key"":""top10_rate"",""label"":""Top 10% share"",""description"":""Top 10% papers divided by total works."",""source"":""top10_share"",""format"":""percent"",""value"":""0.3639570704561264"",""score"":""90.22"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.0800""},{""key"":""top1_rate"",""label"":""Top 1% share"",""description"":""Top 1% papers divided by total works."",""source"":""top1_share"",""format"":""percent"",""value"":""0.0721454834542383"",""score"":""98.58"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.0600""},{""key"":""h_index"",""label"":""Institution h-index (all-time)"",""description"":""OpenAlex institution all-time h-index; this does not vary by publication window."",""source"":""h_index"",""format"":""integer"",""value"":""2048"",""score"":""100.00"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.1000""},{""key"":""field_breadth"",""label"":""Field breadth"",""description"":""Shannon entropy over OpenAlex primary-topic fields."",""source"":""field_entropy"",""format"":""decimal"",""value"":""2.6248602194399075"",""score"":""88.02"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.1600""},{""key"":""active_fields"",""label"":""Active fields"",""description"":""OpenAlex fields with meaningful publication volume."",""source"":""active_fields"",""format"":""integer"",""value"":""19"",""score"":""100.00"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0800""},{""key"":""international_collab"",""label"":""International collaboration"",""description"":""Works with affiliations from more than one country."",""source"":""international_collab_share"",""format"":""percent"",""value"":""0.6189009241776806"",""score"":""74.40"",""research_weight"":""0.0800"",""comprehensive_weight"":""0.0800""},{""key"":""core_source"",""label"":""Core-source share"",""description"":""Works whose primary source is marked core by OpenAlex."",""source"":""core_source_share"",""format"":""percent"",""value"":""0.7599622379012223"",""score"":""52.67"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.0500""},{""key"":""open_access"",""label"":""Open access share"",""description"":""OpenAlex open-access works divided by total works."",""source"":""oa_share"",""format"":""percent"",""value"":""0.7116665010434264"",""score"":""76.12"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0300""},{""key"":""sdg"",""label"":""SDG-linked research"",""description"":""Works tagged to at least one UN Sustainable Development Goal."",""source"":""sdg_share"",""format"":""percent"",""value"":""0.6178078107920103"",""score"":""40.64"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""},{""key"":""funder_diversity"",""label"":""Funder diversity"",""description"":""Distinct funders observed in OpenAlex work metadata."",""source"":""funder_count"",""format"":""integer"",""value"":""200"",""score"":""50.00"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""}]",True,https://openalex.org/I40120149,https://ror.org/052gg0110,6,4,4
2,University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,GB,98.47,2020,Annual snapshot 2020,2020,2020,15845,5776,1153,0.364531,0.072767,1796,2.732968,19,10180,0.642474,11891,0.750458,11568,0.730073,2991,2872,3399,1687,619,4277,9566,0.603724,200,88.929060,97.039278,100.000000,90.487946,99.724130,93.315377,96.166375,100.000000,79.609173,50.031148,79.478274,34.232413,50.000000,"[{""key"":""scale"",""label"":""Publication scale"",""description"":""OpenAlex works in the selected publication window."",""source"":""works"",""format"":""integer"",""value"":""15845"",""score"":""88.93"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.1800""},{""key"":""top10_volume"",""label"":""Top 10% papers"",""description"":""Works in OpenAlex's field/year-normalized top 10% citation percentile."",""source"":""top10_count"",""format"":""integer"",""value"":""5776"",""score"":""97.04"",""research_weight"":""0.2000"",""comprehensive_weight"":""0.1400""},{""key"":""top1_volume"",""label"":""Top 1% papers"",""description"":""Works in OpenAlex's field/year-normalized top 1% citation percentile."",""source"":""top1_count"",""format"":""integer"",""value"":""1153"",""score"":""100.00"",""research_weight"":""0.1600"",""comprehensive_weight"":""0.1000""},{""key"":""top10_rate"",""label"":""Top 10% share"",""description"":""Top 10% papers divided by total works."",""source"":""top10_share"",""format"":""percent"",""value"":""0.3645313979173241"",""score"":""90.49"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.0800""},{""key"":""top1_rate"",""label"":""Top 1% share"",""description"":""Top 1% papers divided by total works."",""source"":""top1_share"",""format"":""percent"",""value"":""0.07276743452193121"",""score"":""99.72"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.0600""},{""key"":""h_index"",""label"":""Institution h-index (all-time)"",""description"":""OpenAlex institution all-time h-index; this does not vary by publication window."",""source"":""h_index"",""format"":""integer"",""value"":""1796"",""score"":""93.32"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.1000""},{""key"":""field_breadth"",""label"":""Field breadth"",""description"":""Shannon entropy over OpenAlex primary-topic fields."",""source"":""field_entropy"",""format"":""decimal"",""value"":""2.7329679936172675"",""score"":""96.17"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.1600""},{""key"":""active_fields"",""label"":""Active fields"",""description"":""OpenAlex fields with meaningful publication volume."",""source"":""active_fields"",""format"":""integer"",""value"":""19"",""score"":""100.00"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0800""},{""key"":""international_collab"",""label"":""International collaboration"",""description"":""Works with affiliations from more than one country."",""source"":""international_collab_share"",""format"":""percent"",""value"":""0.6424739665509624"",""score"":""79.61"",""research_weight"":""0.0800"",""comprehensive_weight"":""0.0800""},{""key"":""core_source"",""label"":""Core-source share"",""description"":""Works whose primary source is marked core by OpenAlex."",""source"":""core_source_share"",""format"":""percent"",""value"":""0.7504575575891448"",""score"":""50.03"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.0500""},{""key"":""open_access"",""label"":""Open access share"",""description"":""OpenAlex open-access works divided by total works."",""source"":""oa_share"",""format"":""percent"",""value"":""0.7300725781003471"",""score"":""79.48"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0300""},{""key"":""sdg"",""label"":""SDG-linked research"",""description"":""Works tagged to at least one UN Sustainable Development Goal."",""source"":""sdg_share"",""format"":""percent"",""value"":""0.6037235721047649"",""score"":""34.23"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""},{""key"":""funder_diversity"",""label"":""Funder diversity"",""description"":""Distinct funders observed in OpenAlex work metadata."",""source"":""funder_count"",""format"":""integer"",""value"":""200"",""score"":""50.00"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""}]",True,https://openalex.org/I241749,https://ror.org/013meh722,4,6,5
3,University College London,University College London,University College London,UCL; University College London,GB,95.87,2020,Annual snapshot 2020,2020,2020,22060,7705,1445,0.349275,0.065503,2049,2.376636,16,13944,0.632094,18275,0.828422,16665,0.755440,4634,3397,4827,2886,921,5395,14670,0.665005,200,100.000000,100.000000,100.000000,83.442205,86.397361,100.000000,69.318067,79.763912,77.313900,71.695379,84.102162,62.109879,50.000000,"[{""key"":""scale"",""label"":""Publication scale"",""description"":""OpenAlex works in the selected publication window."",""source"":""works"",""format"":""integer"",""value"":""22060"",""score"":""100.00"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.1800""},{""key"":""top10_volume"",""label"":""Top 10% papers"",""description"":""Works in OpenAlex's field/year-normalized top 10% citation percentile."",""source"":""top10_count"",""format"":""integer"",""value"":""7705"",""score"":""100.00"",""research_weight"":""0.2000"",""comprehensive_weight"":""0.1400""},{""key"":""top1_volume"",""label"":""Top 1% papers"",""description"":""Works in OpenAlex's field/year-normalized top 1% citation percentile."",""source"":""top1_count"",""format"":""integer"",""value"":""1445"",""score"":""100.00"",""research_weight"":""0.1600"",""comprehensive_weight"":""0.1000""},{""key"":""top10_rate"",""label"":""Top 10% share"",""description"":""Top 10% papers divided by total works."",""source"":""top10_share"",""format"":""percent"",""value"":""0.34927470534904803"",""score"":""83.44"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.0800""},{""key"":""top1_rate"",""label"":""Top 1% share"",""description"":""Top 1% papers divided by total works."",""source"":""top1_share"",""format"":""percent"",""value"":""0.06550317316409791"",""score"":""86.40"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.0600""},{""key"":""h_index"",""label"":""Institution h-index (all-time)"",""description"":""OpenAlex institution all-time h-index; this does not vary by publication window."",""source"":""h_index"",""format"":""integer"",""value"":""2049"",""score"":""100.00"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.1000""},{""key"":""field_breadth"",""label"":""Field breadth"",""description"":""Shannon entropy over OpenAlex primary-topic fields."",""source"":""field_entropy"",""format"":""decimal"",""value"":""2.3766363012654566"",""score"":""69.32"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.1600""},{""key"":""active_fields"",""label"":""Active fields"",""description"":""OpenAlex fields with meaningful publication volume."",""source"":""active_fields"",""format"":""integer"",""value"":""16"",""score"":""79.76"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0800""},{""key"":""international_collab"",""label"":""International collaboration"",""description"":""Works with affiliations from more than one country."",""source"":""international_collab_share"",""format"":""percent"",""value"":""0.6320942883046238"",""score"":""77.31"",""research_weight"":""0.0800"",""comprehensive_weight"":""0.0800""},{""key"":""core_source"",""label"":""Core-source share"",""description"":""Works whose primary source is marked core by OpenAlex."",""source"":""core_source_share"",""format"":""percent"",""value"":""0.8284224841341795"",""score"":""71.70"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.0500""},{""key"":""open_access"",""label"":""Open access share"",""description"":""OpenAlex open-access works divided by total works."",""source"":""oa_share"",""format"":""percent"",""value"":""0.7554397098821396"",""score"":""84.10"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0300""},{""key"":""sdg"",""label"":""SDG-linked research"",""description"":""Works tagged to at least one UN Sustainable Development Goal."",""source"":""sdg_share"",""format"":""percent"",""value"":""0.6650045330915685"",""score"":""62.11"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""},{""key"":""funder_diversity"",""label"":""Funder diversity"",""description"":""Distinct funders observed in OpenAlex work metadata."",""source"":""funder_count"",""format"":""integer"",""value"":""200"",""score"":""50.00"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""}]",True,https://openalex.org/I45129253,https://ror.org/02jx3x895,14,8,9
4,Stanford University,Stanford University,Stanford University,Stanford University,US,91.96,2020,Annual snapshot 2020,2020,2020,20185,6863,1441,0.340005,0.071390,2462,2.408455,16,9069,0.449294,16322,0.808620,12460,0.617290,3453,1296,4338,2736,637,7725,12690,0.628685,200,100.000000,100.000000,100.000000,79.161313,97.196485,100.000000,71.715497,79.763912,36.891021,66.192906,58.920424,45.587524,50.000000,"[{""key"":""scale"",""label"":""Publication scale"",""description"":""OpenAlex works in the selected publication window."",""source"":""works"",""format"":""integer"",""value"":""20185"",""score"":""100.00"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.1800""},{""key"":""top10_volume"",""label"":""Top 10% papers"",""description"":""Works in OpenAlex's field/year-normalized top 10% citation percentile."",""source"":""top10_count"",""format"":""integer"",""value"":""6863"",""score"":""100.00"",""research_weight"":""0.2000"",""comprehensive_weight"":""0.1400""},{""key"":""top1_volume"",""label"":""Top 1% papers"",""description"":""Works in OpenAlex's field/year-normalized top 1% citation percentile."",""source"":""top1_count"",""format"":""integer"",""value"":""1441"",""score"":""100.00"",""research_weight"":""0.1600"",""comprehensive_weight"":""0.1000""},{""key"":""top10_rate"",""label"":""Top 10% share"",""description"":""Top 10% papers divided by total works."",""source"":""top10_share"",""format"":""percent"",""value"":""0.3400049541738915"",""score"":""79.16"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.0800""},{""key"":""top1_rate"",""label"":""Top 1% share"",""description"":""Top 1% papers divided by total works."",""source"":""top1_share"",""format"":""percent"",""value"":""0.07138964577656676"",""score"":""97.20"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.0600""},{""key"":""h_index"",""label"":""Institution h-index (all-time)"",""description"":""OpenAlex institution all-time h-index; this does not vary by publication window."",""source"":""h_index"",""format"":""integer"",""value"":""2462"",""score"":""100.00"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.1000""},{""key"":""field_breadth"",""label"":""Field breadth"",""description"":""Shannon entropy over OpenAlex primary-topic fields."",""source"":""field_entropy"",""format"":""decimal"",""value"":""2.4084550833188914"",""score"":""71.72"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.1600""},{""key"":""active_fields"",""label"":""Active fields"",""description"":""OpenAlex fields with meaningful publication volume."",""source"":""active_fields"",""format"":""integer"",""value"":""16"",""score"":""79.76"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0800""},{""key"":""international_collab"",""label"":""International collaboration"",""description"":""Works with affiliations from more than one country."",""source"":""international_collab_share"",""format"":""percent"",""value"":""0.4492940302204607"",""score"":""36.89"",""research_weight"":""0.0800"",""comprehensive_weight"":""0.0800""},{""key"":""core_source"",""label"":""Core-source share"",""description"":""Works whose primary source is marked core by OpenAlex."",""source"":""core_source_share"",""format"":""percent"",""value"":""0.8086202625712162"",""score"":""66.19"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.0500""},{""key"":""open_access"",""label"":""Open access share"",""description"":""OpenAlex open-access works divided by total works."",""source"":""oa_share"",""format"":""percent"",""value"":""0.6172900668813476"",""score"":""58.92"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0300""},{""key"":""sdg"",""label"":""SDG-linked research"",""description"":""Works tagged to at least one UN Sustainable Development Goal."",""source"":""sdg_share"",""format"":""percent"",""value"":""0.6286846668318058"",""score"":""45.59"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""},{""key"":""funder_diversity"",""label"":""Funder diversity"",""description"":""Distinct funders observed in OpenAlex work metadata."",""source"":""funder_count"",""format"":""integer"",""value"":""200"",""score"":""50.00"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""}]",True,https://openalex.org/I97018004,https://ror.org/00f54p054,2,2,3
5,Imperial College London,Imperial College London,Imperial College London,Imperial College London,GB,91.92,2020,Annual snapshot 2020,2020,2020,13761,5055,995,0.367342,0.072306,1541,2.355103,17,9355,0.679820,11567,0.840564,9878,0.717826,3170,2209,2325,1561,613,3883,8812,0.640360,200,82.466614,91.338578,97.118239,91.786145,98.877215,84.357649,67.695616,86.509275,87.867506,75.069135,77.245936,50.898976,50.000000,"[{""key"":""scale"",""label"":""Publication scale"",""description"":""OpenAlex works in the selected publication window."",""source"":""works"",""format"":""integer"",""value"":""13761"",""score"":""82.47"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.1800""},{""key"":""top10_volume"",""label"":""Top 10% papers"",""description"":""Works in OpenAlex's field/year-normalized top 10% citation percentile."",""source"":""top10_count"",""format"":""integer"",""value"":""5055"",""score"":""91.34"",""research_weight"":""0.2000"",""comprehensive_weight"":""0.1400""},{""key"":""top1_volume"",""label"":""Top 1% papers"",""description"":""Works in OpenAlex's field/year-normalized top 1% citation percentile."",""source"":""top1_count"",""format"":""integer"",""value"":""995"",""score"":""97.12"",""research_weight"":""0.1600"",""comprehensive_weight"":""0.1000""},{""key"":""top10_rate"",""label"":""Top 10% share"",""description"":""Top 10% papers divided by total works."",""source"":""top10_share"",""format"":""percent"",""value"":""0.36734248964464794"",""score"":""91.79"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.0800""},{""key"":""top1_rate"",""label"":""Top 1% share"",""description"":""Top 1% papers divided by total works."",""source"":""top1_share"",""format"":""percent"",""value"":""0.07230579173025216"",""score"":""98.88"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.0600""},{""key"":""h_index"",""label"":""Institution h-index (all-time)"",""description"":""OpenAlex institution all-time h-index; this does not vary by publication window."",""source"":""h_index"",""format"":""integer"",""value"":""1541"",""score"":""84.36"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.1000""},{""key"":""field_breadth"",""label"":""Field breadth"",""description"":""Shannon entropy over OpenAlex primary-topic fields."",""source"":""field_entropy"",""format"":""decimal"",""value"":""2.3551030782401563"",""score"":""67.70"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.1600""},{""key"":""active_fields"",""label"":""Active fields"",""description"":""OpenAlex fields with meaningful publication volume."",""source"":""active_fields"",""format"":""integer"",""value"":""17"",""score"":""86.51"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0800""},{""key"":""international_collab"",""label"":""International collaboration"",""description"":""Works with affiliations from more than one country."",""source"":""international_collab_share"",""format"":""percent"",""value"":""0.679819780539205"",""score"":""87.87"",""research_weight"":""0.0800"",""comprehensive_weight"":""0.0800""},{""key"":""core_source"",""label"":""Core-source share"",""description"":""Works whose primary source is marked core by OpenAlex."",""source"":""core_source_share"",""format"":""percent"",""value"":""0.8405639125063585"",""score"":""75.07"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.0500""},{""key"":""open_access"",""label"":""Open access share"",""description"":""OpenAlex open-access works divided by total works."",""source"":""oa_share"",""format"":""percent"",""value"":""0.7178257394084733"",""score"":""77.25"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0300""},{""key"":""sdg"",""label"":""SDG-linked research"",""description"":""Works tagged to at least one UN Sustainable Development Goal."",""source"":""sdg_share"",""format"":""percent"",""value"":""0.64036043892159"",""score"":""50.90"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""},{""key"":""funder_diversity"",""label"":""Funder diversity"",""description"":""Distinct funders observed in OpenAlex work metadata."",""source"":""funder_count"",""format"":""integer"",""value"":""200"",""score"":""50.00"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""}]",True,https://openalex.org/I47508984,https://ror.org/041kmwe10,26,2,14
6,Harvard University,Harvard University,Harvard University,Harvard University,US,91.34,2020,Annual snapshot 2020,2020,2020,32754,11939,2331,0.364505,0.071167,2744,2.163652,14,16377,0.500000,28574,0.872382,22080,0.674116,6625,2178,6777,5323,1177,10674,22151,0.676284,200,100.000000,100.000000,100.000000,90.475801,96.787807,100.000000,53.270438,66.273187,48.103704,83.910475,69.278606,67.240963,50.000000,"[{""key"":""scale"",""label"":""Publication scale"",""description"":""OpenAlex works in the selected publication window."",""source"":""works"",""format"":""integer"",""value"":""32754"",""score"":""100.00"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.1800""},{""key"":""top10_volume"",""label"":""Top 10% papers"",""description"":""Works in OpenAlex's field/year-normalized top 10% citation percentile."",""source"":""top10_count"",""format"":""integer"",""value"":""11939"",""score"":""100.00"",""research_weight"":""0.2000"",""comprehensive_weight"":""0.1400""},{""key"":""top1_volume"",""label"":""Top 1% papers"",""description"":""Works in OpenAlex's field/year-normalized top 1% citation percentile."",""source"":""top1_count"",""format"":""integer"",""value"":""2331"",""score"":""100.00"",""research_weight"":""0.1600"",""comprehensive_weight"":""0.1000""},{""key"":""top10_rate"",""label"":""Top 10% share"",""description"":""Top 10% papers divided by total works."",""source"":""top10_share"",""format"":""percent"",""value"":""0.36450509861390973"",""score"":""90.48"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.0800""},{""key"":""top1_rate"",""label"":""Top 1% share"",""description"":""Top 1% papers divided by total works."",""source"":""top1_share"",""format"":""percent"",""value"":""0.07116688038102216"",""score"":""96.79"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.0600""},{""key"":""h_index"",""label"":""Institution h-index (all-time)"",""description"":""OpenAlex institution all-time h-index; this does not vary by publication window."",""source"":""h_index"",""format"":""integer"",""value"":""2744"",""score"":""100.00"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.1000""},{""key"":""field_breadth"",""label"":""Field breadth"",""description"":""Shannon entropy over OpenAlex primary-topic fields."",""source"":""field_entropy"",""format"":""decimal"",""value"":""2.163651607002621"",""score"":""53.27"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.1600""},{""key"":""active_fields"",""label"":""Active fields"",""description"":""OpenAlex fields with meaningful publication volume."",""source"":""active_fields"",""format"":""integer"",""value"":""14"",""score"":""66.27"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0800""},{""key"":""international_collab"",""label"":""International collaboration"",""description"":""Works with affiliations from more than one country."",""source"":""international_collab_share"",""format"":""percent"",""value"":""0.5"",""score"":""48.10"",""research_weight"":""0.0800"",""comprehensive_weight"":""0.0800""},{""key"":""core_source"",""label"":""Core-source share"",""description"":""Works whose primary source is marked core by OpenAlex."",""source"":""core_source_share"",""format"":""percent"",""value"":""0.8723819991451426"",""score"":""83.91"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.0500""},{""key"":""open_access"",""label"":""Open access share"",""description"":""OpenAlex open-access works divided by total works."",""source"":""oa_share"",""format"":""percent"",""value"":""0.6741161384869023"",""score"":""69.28"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0300""},{""key"":""sdg"",""label"":""SDG-linked research"",""description"":""Works tagged to at least one UN Sustainable Development Goal."",""source"":""sdg_share"",""format"":""percent"",""value"":""0.6762838126641021"",""score"":""67.24"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""},{""key"":""funder_diversity"",""label"":""Funder diversity"",""description"":""Distinct funders observed in OpenAlex work metadata."",""source"":""funder_count"",""format"":""integer"",""value"":""200"",""score"":""50.00"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""}]",True,https://openalex.org/I136199984,https://ror.org/03vek6s52,1,5,1
7,University of Toronto,University of Toronto,University of Toronto,University of Toronto,CA,90.13,2020,Annual snapshot 2020,2020,2020,21375,6582,1083,0.307930,0.050667,1761,2.332172,18,11753,0.549848,17955,0.840000,11736,0.549053,3986,1370,2699,2613,1068,9639,14430,0.675088,200,100.000000,100.000000,100.000000,64.348596,59.178807,92.164095,65.967868,93.254637,59.126652,74.912440,46.482192,66.696845,50.000000,"[{""key"":""scale"",""label"":""Publication scale"",""description"":""OpenAlex works in the selected publication window."",""source"":""works"",""format"":""integer"",""value"":""21375"",""score"":""100.00"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.1800""},{""key"":""top10_volume"",""label"":""Top 10% papers"",""description"":""Works in OpenAlex's field/year-normalized top 10% citation percentile."",""source"":""top10_count"",""format"":""integer"",""value"":""6582"",""score"":""100.00"",""research_weight"":""0.2000"",""comprehensive_weight"":""0.1400""},{""key"":""top1_volume"",""label"":""Top 1% papers"",""description"":""Works in OpenAlex's field/year-normalized top 1% citation percentile."",""source"":""top1_count"",""format"":""integer"",""value"":""1083"",""score"":""100.00"",""research_weight"":""0.1600"",""comprehensive_weight"":""0.1000""},{""key"":""top10_rate"",""label"":""Top 10% share"",""description"":""Top 10% papers divided by total works."",""source"":""top10_share"",""format"":""percent"",""value"":""0.3079298245614035"",""score"":""64.35"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.0800""},{""key"":""top1_rate"",""label"":""Top 1% share"",""description"":""Top 1% papers divided by total works."",""source"":""top1_share"",""format"":""percent"",""value"":""0.050666666666666665"",""score"":""59.18"",""research_weight"":""0.1000"",""comprehensive_weight"":""0.0600""},{""key"":""h_index"",""label"":""Institution h-index (all-time)"",""description"":""OpenAlex institution all-time h-index; this does not vary by publication window."",""source"":""h_index"",""format"":""integer"",""value"":""1761"",""score"":""92.16"",""research_weight"":""0.1200"",""comprehensive_weight"":""0.1000""},{""key"":""field_breadth"",""label"":""Field breadth"",""description"":""Shannon entropy over OpenAlex primary-topic fields."",""source"":""field_entropy"",""format"":""decimal"",""value"":""2.3321723385098414"",""score"":""65.97"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.1600""},{""key"":""active_fields"",""label"":""Active fields"",""description"":""OpenAlex fields with meaningful publication volume."",""source"":""active_fields"",""format"":""integer"",""value"":""18"",""score"":""93.25"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0800""},{""key"":""international_collab"",""label"":""International collaboration"",""description"":""Works with affiliations from more than one country."",""source"":""international_collab_share"",""format"":""percent"",""value"":""0.5498479532163743"",""score"":""59.13"",""research_weight"":""0.0800"",""comprehensive_weight"":""0.0800""},{""key"":""core_source"",""label"":""Core-source share"",""description"":""Works whose primary source is marked core by OpenAlex."",""source"":""core_source_share"",""format"":""percent"",""value"":""0.84"",""score"":""74.91"",""research_weight"":""0.0600"",""comprehensive_weight"":""0.0500""},{""key"":""open_access"",""label"":""Open access share"",""description"":""OpenAlex open-access works divided by total works."",""source"":""oa_share"",""format"":""percent"",""value"":""0.5490526315789473"",""score"":""46.48"",""research_weight"":""0.0300"",""comprehensive_weight"":""0.0300""},{""key"":""sdg"",""label"":""SDG-linked research"",""description"":""Works tagged to at least one UN Sustainable Development Goal."",""source"":""sdg_share"",""format"":""percent"",""value"":""0.6750877192982456"",""score"":""66.70"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""},{""key"":""funder_diversity"",""label"":""Funder diversity"",""description"":""Distinct funders observed in OpenAlex work metadata."",""source"":""funder_count"",""format"":""integer"",""value"":""200"",""score"":""50.00"",""research_weight"":""0.0200"",""comprehensive_weight"":""0.0200""}]",True,https://openalex.org/I185261750,https://ror.org/03dbr7087,25,32,20
