canonical_name,display_name,matched_name,source_names,country_code,openalex_id,ror_id,window_key,window_label,window_start,window_end,works,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,field_entropy,active_fields,international_collab_count,international_collab_share,core_source_count,core_source_share,oa_count,oa_share,oa_gold_count,oa_hybrid_count,oa_green_count,oa_bronze_count,oa_diamond_count,closed_count,sdg_count,sdg_share,funder_count,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,AU,https://openalex.org/I57093077,https://ror.org/031rekg67,2023,Annual snapshot 2023,2023,2023,2876,994,994,197,0.34561891515994436,0.06849791376912379,499,2.5465343578405517,8,1762,0.6126564673157163,2211,0.7687760778859527,1868,0.6495132127955494,660,627,269,138,174,1008,1734,0.6029207232267038,200,False,201-300,291,164
The Australian National University,Australian National University,Australian National University,Australian National University; Australian National University (ANU); The Australian National University,AU,https://openalex.org/I118347636,https://ror.org/019wvm592,2023,Annual snapshot 2023,2023,2023,5978,1930,1930,301,0.3228504516560723,0.05035128805620609,1054,2.773779334144502,15,3385,0.5662428905988625,4310,0.7209769153563065,4055,0.6783205085312813,1144,1506,544,434,427,1923,3645,0.6097356975577116,200,False,101-150,29,81
The University of Adelaide,The University of Adelaide,The University of Adelaide,Adelaide University; The University of Adelaide,AU,https://openalex.org/I5681781,https://ror.org/00892tw58,2023,Annual snapshot 2023,2023,2023,6020,2051,2051,367,0.34069767441860466,0.06096345514950166,883,2.6598324168043934,14,3421,0.5682724252491694,4964,0.8245847176079735,3984,0.6617940199335548,1359,1460,326,448,391,2036,4051,0.6729235880398671,200,False,151-200,79,85
The University of Melbourne,The University of Melbourne,The University of Melbourne,The University of Melbourne; University of Melbourne,AU,https://openalex.org/I165779595,https://ror.org/01ej9dk98,2023,Annual snapshot 2023,2023,2023,14852,5164,5164,833,0.34769727982763265,0.05608672232695933,1251,2.4826685931919936,17,8159,0.5493536224077565,12380,0.8335577699973068,10791,0.7265688122811742,3700,3730,1154,1278,929,4061,10219,0.6880554807433342,200,False,38,22,28
The University of New South Wales,UNSW Sydney,UNSW Sydney,The University of New South Wales; The University of New South Wales (UNSW Sydney); University of New South Wales,AU,https://openalex.org/I31746571,https://ror.org/03r8z3t63,2023,Annual snapshot 2023,2023,2023,12019,4100,4100,680,0.3411265496297529,0.056577086280056574,1032,2.580711647356675,19,6925,0.5761710624843998,10008,0.8326815874864797,8321,0.6923204925534571,2720,2862,1134,904,701,3698,7941,0.6607038855146019,200,False,80,19,33
The University of Western Australia,The University of Western Australia,The University of Western Australia,The University of Western Australia; University of Western Australia,AU,https://openalex.org/I177877127,https://ror.org/047272k79,2023,Annual snapshot 2023,2023,2023,6468,2195,2195,352,0.3393630179344465,0.05442176870748299,973,2.577113262938665,13,3884,0.6004947433518862,5421,0.838126159554731,4593,0.7101113172541744,1600,1641,525,534,293,1875,4375,0.6764069264069265,200,False,101-150,77,90
University of Queensland Australia,The University of Queensland,The University of Queensland,The University of Queensland; University of Queensland Australia,AU,https://openalex.org/I165143802,https://ror.org/00rqy9422,2023,Annual snapshot 2023,2023,2023,11838,4104,4104,682,0.34668018246325394,0.05761108295320155,1443,2.6370369150093973,19,6943,0.5865010981584727,10032,0.8474404460212874,8430,0.712113532691333,2729,3225,930,908,638,3408,7838,0.6621050853184659,200,False,65,40,42
University of Sydney,The University of Sydney,The University of Sydney,The University of Sydney; University of Sydney,AU,https://openalex.org/I129604602,https://ror.org/0384j8v12,2023,Annual snapshot 2023,2023,2023,14200,4829,4829,765,0.34007042253521125,0.053873239436619716,1251,2.4767526742137833,17,7730,0.5443661971830986,11626,0.8187323943661972,9801,0.6902112676056338,3374,3346,978,1277,826,4399,9362,0.6592957746478874,200,False,72,28,31
University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,University of Technology Sydney,AU,https://openalex.org/I114017466,https://ror.org/03f0f6041,2023,Annual snapshot 2023,2023,2023,5788,2151,2151,343,0.3716309606081548,0.05926053904630269,567,2.5370060338888667,12,3881,0.6705252246026261,4428,0.7650310988251555,2958,0.5110573600552868,1172,821,450,251,264,2830,3750,0.6478921907394609,200,False,201-300,87,85
University of Wollongong,University of Wollongong,University of Wollongong,University of Wollongong,AU,https://openalex.org/I204824540,https://ror.org/00jtmb277,2023,Annual snapshot 2023,2023,2023,3542,1169,1169,206,0.3300395256916996,0.05815923207227555,568,2.6331571192167873,11,2221,0.627046866177301,2961,0.8359683794466403,2642,0.7459062676453981,738,767,670,262,205,900,2283,0.6445511010728402,200,False,301-400,195,204
Ghent University,Ghent University,Ghent University,Ghent University,BE,https://openalex.org/I32597200,https://ror.org/00cv9y106,2023,Annual snapshot 2023,2023,2023,7559,2391,2391,362,0.31631168143934385,0.04788993253075804,900,2.7951139151691895,19,4882,0.6458526260087313,6365,0.8420425982272788,6152,0.8138642677602858,1993,1085,1748,1002,324,1407,4931,0.6523349649424527,200,False,91,150,104
KU Leuven,KU Leuven,KU Leuven,KU Leuven,BE,https://openalex.org/I99464096,https://ror.org/05f950310,2023,Annual snapshot 2023,2023,2023,12029,3731,3731,619,0.31016709618422145,0.05145897414581428,1298,2.5806895094107505,18,8236,0.6846786931582011,9661,0.8031424058525231,9307,0.7737135256463546,2720,1739,2801,1278,769,2722,7772,0.6461052456563305,200,False,76,59,48
Université catholique de Louvain (UCLouvain),UCLouvain,UCLouvain,Université catholique de Louvain (UCLouvain),BE,https://openalex.org/I95674353,https://ror.org/02495e989,2023,Annual snapshot 2023,2023,2023,3565,955,955,152,0.26788218793828894,0.042636746143057506,794,2.6527349816734827,11,2333,0.6544179523141656,2504,0.7023842917251052,2955,0.8288920056100981,716,445,1023,353,418,610,2215,0.6213183730715287,200,False,,196,
Université libre de Bruxelles (ULB),Université Libre de Bruxelles,Université Libre de Bruxelles,Université libre de Bruxelles (ULB),BE,https://openalex.org/I132053463,https://ror.org/01r9htc13,2023,Annual snapshot 2023,2023,2023,3731,1114,1114,168,0.2985794693111766,0.0450281425891182,827,2.538631366031381,10,2570,0.688823371750201,2756,0.7386759581881533,3109,0.8332886625569552,1056,459,960,306,328,622,2393,0.6413830072366657,200,False,101-150,248,275
Universidade de São Paulo,Universidade de São Paulo,Universidade de São Paulo,Universidade de São Paulo; University of Sao Paulo,BR,https://openalex.org/I17974374,https://ror.org/036rp1748,2023,Annual snapshot 2023,2023,2023,21696,3383,3383,341,0.1559273598820059,0.01571718289085546,866,2.7029793217491953,20,8826,0.40680309734513276,12847,0.5921367994100295,16501,0.7605549410029498,4696,1490,2352,1238,6725,5195,13731,0.6328816371681416,200,False,101-150,133,134
McGill University,McGill University,McGill University,McGill University,CA,https://openalex.org/I5023651,https://ror.org/01pxwe438,2023,Annual snapshot 2023,2023,2023,10386,3018,3018,495,0.2905834777585211,0.047660311958405546,1217,2.501777855214433,17,6023,0.5799152705565184,8645,0.832370498748315,6837,0.6582900057770075,2527,1499,898,1097,816,3549,6840,0.658578856152513,200,False,76,30,68
McMaster University,McMaster University,McMaster University,McMaster University,CA,https://openalex.org/I98251732,https://ror.org/02fa3aq29,2023,Annual snapshot 2023,2023,2023,7179,2126,2126,329,0.29614152388912107,0.04582810976459117,1183,2.191464235524618,14,4070,0.5669313274829363,6227,0.8673910015322468,4615,0.6428471932023959,1883,1035,550,657,490,2564,4874,0.6789246413149463,200,False,101-150,174,150
Queen's University at Kingston,Queen's University,Queen's University,Queen's University at Kingston,CA,https://openalex.org/I204722609,https://ror.org/02y72wh86,2023,Annual snapshot 2023,2023,2023,4630,1203,1203,172,0.25982721382289414,0.037149028077753776,763,2.5070695027514582,12,2353,0.508207343412527,3627,0.7833693304535637,2812,0.6073434125269979,991,587,342,389,503,1818,2963,0.6399568034557236,200,False,201-300,179,415
The University of Calgary,University of Calgary,University of Calgary,The University of Calgary,CA,https://openalex.org/I168635309,https://ror.org/03yjb2x39,2023,Annual snapshot 2023,2023,2023,8228,2300,2300,373,0.27953330092367523,0.045333009236752556,916,2.35860292385222,15,4633,0.5630772970345163,6973,0.8474720466699076,5112,0.6212931453573165,2045,1053,613,785,616,3116,5461,0.6637092853670393,200,False,151-200,249,208
University of Alberta,University of Alberta,University of Alberta,University of Alberta,CA,https://openalex.org/I154425047,https://ror.org/0160cpw27,2023,Annual snapshot 2023,2023,2023,10049,2738,2738,377,0.2724649218827744,0.037516170763260026,1066,2.584998448551536,19,5651,0.5623445118917305,8346,0.8305304010349288,5899,0.5870235844362623,2289,1249,721,795,845,4150,6604,0.6571798188874515,200,False,101-150,96,164
University of British Columbia,University of British Columbia,University of British Columbia,University of British Columbia,CA,https://openalex.org/I141945490,https://ror.org/03rmrcq20,2023,Annual snapshot 2023,2023,2023,13625,4312,4312,688,0.3164770642201835,0.0504954128440367,1327,2.5067034973287985,17,7843,0.5756330275229358,11466,0.8415412844036697,8671,0.6364036697247707,3313,2068,1158,1152,980,4954,9064,0.6652477064220184,200,False,53,45,42
University of Montreal,Université de Montréal,Université de Montréal,University of Montreal; Université de Montréal,CA,https://openalex.org/I70931966,https://ror.org/0161xgx34,2023,Annual snapshot 2023,2023,2023,6649,1854,1854,259,0.2788389231463378,0.038953226049029926,902,2.411649912524548,13,3448,0.5185742216874718,5271,0.79275078959242,4644,0.6984508948714092,1698,978,604,591,773,2005,4294,0.6458114002105579,200,False,151-200,162,193
University of Toronto,University of Toronto,University of Toronto,University of Toronto,CA,https://openalex.org/I185261750,https://ror.org/03dbr7087,2023,Annual snapshot 2023,2023,2023,21538,6632,6632,1065,0.30792088401894324,0.04944748816046058,1761,2.3797959343860398,17,12209,0.5668585755409045,18056,0.8383322499767852,14036,0.651685393258427,5253,3147,1885,2134,1617,7502,14435,0.6702107902312192,200,True,25,32,20
University of Waterloo,University of Waterloo,University of Waterloo,University of Waterloo,CA,https://openalex.org/I151746483,https://ror.org/01aff2v68,2023,Annual snapshot 2023,2023,2023,5884,1645,1645,237,0.27957171991842283,0.0402787219578518,768,2.646164989848159,14,3270,0.5557443915703603,4468,0.7593473827328348,3055,0.5192046227056424,1195,717,450,357,336,2829,3351,0.5695105370496261,200,False,151-200,113,199
Western University,Western University,Western University,Western University,CA,https://openalex.org/I125749732,https://ror.org/02grkyz14,2023,Annual snapshot 2023,2023,2023,6537,1818,1818,267,0.2781092244148692,0.04084442404772832,833,2.4712711516911035,13,3562,0.544898271378308,5563,0.8510019886798226,4117,0.6297996022640355,1525,945,511,632,504,2420,4335,0.6631482331344654,200,False,301-400,142,309
EPFL – École polytechnique fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,École Polytechnique Fédérale de Lausanne,EPFL – École polytechnique fédérale de Lausanne; Swiss Federal Institute of Technology Lausanne; École Polytechnique Federale of Lausanne,CH,https://openalex.org/I5124864,https://ror.org/02s376052,2023,Annual snapshot 2023,2023,2023,5274,1666,1666,298,0.31588926810769813,0.0565036025786879,1215,2.484991032267937,12,3572,0.677284793325749,4091,0.7756920743268866,4639,0.8795980280621919,1166,1369,1426,288,390,635,2866,0.5434205536594615,200,False,44,22,80
Swiss Federal Institute of Technology Zurich,ETH Zurich,ETH Zurich,ETH Zurich; Swiss Federal Institute of Technology Zurich,CH,https://openalex.org/I35440088,https://ror.org/05a28rw58,2023,Annual snapshot 2023,2023,2023,8838,3315,3315,613,0.37508486082824166,0.06935958361620276,1157,2.6742969446603753,16,6112,0.6915591762842273,7056,0.7983706720977597,6913,0.7821905408463453,2282,2642,936,478,575,1925,5199,0.588255261371351,200,False,22,8,33
University of Basel,University of Basel,University of Basel,University of Basel,CH,https://openalex.org/I1850255,https://ror.org/02s6k3f65,2023,Annual snapshot 2023,2023,2023,4312,1448,1448,227,0.3358070500927644,0.05264378478664193,865,2.49982930465836,12,2838,0.6581632653061225,3509,0.8137755102040817,3461,0.8026437847866419,1367,1163,337,272,322,851,2786,0.6461038961038961,200,False,94,150,189
University of Bern,University of Bern,University of Bern,University of Bern,CH,https://openalex.org/I118564535,https://ror.org/02k7v4d05,2023,Annual snapshot 2023,2023,2023,6747,2355,2355,429,0.3490440195642508,0.06358381502890173,902,2.4951727218054947,15,4655,0.6899362679709501,5485,0.8129539054394546,5620,0.8329627982807174,2005,1954,594,511,556,1127,4403,0.6525863346672596,200,False,151-200,191,113
University of Geneva,University of Geneva,University of Geneva,University of Geneva,CH,https://openalex.org/I114457229,https://ror.org/01swzsf04,2023,Annual snapshot 2023,2023,2023,5011,1686,1686,304,0.33645978846537616,0.06066653362602275,1006,2.6451427759450743,13,3472,0.6928756735182598,3954,0.789064059070046,4250,0.848134104969068,1466,1238,633,355,558,761,3014,0.6014767511474756,200,False,58,168,129
University of Lausanne,University of Lausanne,University of Lausanne,University of Lausanne,CH,https://openalex.org/I97565354,https://ror.org/019whta54,2023,Annual snapshot 2023,2023,2023,5177,1836,1836,352,0.3546455476144485,0.06799304616573305,967,2.2709215284341835,13,3479,0.6720108170755263,4128,0.7973729959435967,4325,0.8354259223488507,1531,1312,687,410,385,852,3603,0.6959629128839095,200,False,101-150,233,179
University of Zurich,University of Zurich,University of Zurich,University of Zurich,CH,https://openalex.org/I202697423,https://ror.org/02crff812,2023,Annual snapshot 2023,2023,2023,8200,2952,2952,545,0.36,0.06646341463414634,1106,2.579708156333022,18,5530,0.6743902439024391,6582,0.8026829268292683,6798,0.8290243902439024,2338,2382,896,553,629,1402,5266,0.6421951219512195,200,False,64,98,64
Pontificia Universidad Católica de Chile (UC),Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile (UC),CL,https://openalex.org/I162148367,https://ror.org/04teye511,2023,Annual snapshot 2023,2023,2023,3822,966,966,123,0.25274725274725274,0.03218210361067504,477,2.6388451785398606,10,2149,0.5622710622710623,2558,0.6692830978545264,2762,0.7226582940868655,907,341,272,245,997,1060,2491,0.6517530088958661,200,False,,119,
Universidad de Chile,University of Chile,University of Chile,Universidad de Chile,CL,https://openalex.org/I69737025,https://ror.org/047gc3g35,2023,Annual snapshot 2023,2023,2023,4104,842,842,96,0.20516569200779727,0.023391812865497075,514,2.7110811108110338,13,2083,0.5075536062378168,2496,0.6081871345029239,3082,0.7509746588693957,1001,295,277,215,1294,1022,2622,0.6388888888888888,200,False,501-600,185,421
Beihang University,Beihang University,Beihang University,Beihang University,CN,https://openalex.org/I82880672,https://ror.org/00wk2mp56,2023,Annual snapshot 2023,2023,2023,9816,3100,3100,392,0.31581092094539526,0.03993480032599837,553,1.8813431613843048,12,2407,0.2452118989405053,7616,0.7758761206193969,3324,0.33863080684596575,1637,553,320,360,454,6492,5390,0.5491035044824776,200,False,101-150,349,183
Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,Beijing Institute of Technology,CN,https://openalex.org/I125839683,https://ror.org/01skt4w74,2023,Annual snapshot 2023,2023,2023,10817,3217,3217,491,0.297402237219192,0.0453915133586022,575,1.9439210553796482,15,2464,0.22778959045946195,8455,0.7816400110936489,3590,0.3318849958398817,1603,395,369,514,709,7227,5921,0.5473791254506795,200,False,101-150,243,152
Beijing Normal University,Beijing Normal University,Beijing Normal University,Beijing Normal University,CN,https://openalex.org/I25254941,https://ror.org/022k4wk35,2023,Annual snapshot 2023,2023,2023,7812,2690,2690,369,0.344342037890425,0.04723502304147465,579,2.6921873430584773,18,2721,0.34831029185867896,6859,0.8780081925243216,3919,0.5016641065028162,1853,602,358,541,565,3893,5071,0.6491295442908346,200,False,101-150,237,135
Central South University,Central South University,Central South University,Central South University,CN,https://openalex.org/I139660479,https://ror.org/00f1zfq44,2023,Annual snapshot 2023,2023,2023,17984,5998,5998,789,0.33351868327402134,0.04387233096085409,706,2.3139590931448915,17,4767,0.26506895017793597,16189,0.9001890569395018,9185,0.5107317615658363,5584,942,1006,842,811,8799,11741,0.6528580960854092,200,False,96,452,131
China Agricultural University,China Agricultural University,China Agricultural University,China Agricultural University,CN,https://openalex.org/I52158045,https://ror.org/04v3ywz14,2023,Annual snapshot 2023,2023,2023,5794,2503,2503,360,0.4319986192613048,0.06213324128408699,565,2.1611875169896844,9,1673,0.28874697963410423,5334,0.9206075250258888,3340,0.576458405246807,2174,258,317,288,303,2454,3780,0.6523990334829134,200,False,151-200,477,192
Chongqing University,Chongqing University,Chongqing University,Chongqing University,CN,https://openalex.org/I158842170,https://ror.org/023rhb549,2023,Annual snapshot 2023,2023,2023,10887,3375,3375,451,0.3100027555800496,0.04142555341232663,480,2.114279055833248,13,2823,0.2593000826674015,9536,0.8759070450996601,3936,0.36153210250757783,2070,490,389,472,515,6951,6904,0.6341508220813815,200,False,151-200,465,202
Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,CN,https://openalex.org/I27357992,https://ror.org/023hj5876,2023,Annual snapshot 2023,2023,2023,8887,2484,2484,374,0.27950939574659617,0.04208394283785304,565,2.099455829983672,13,2049,0.23056149431754247,7656,0.8614830651513447,2813,0.31652976257454707,1283,403,330,416,381,6074,5184,0.5833239563407224,200,False,151-200,463,254
Fudan University,Fudan University,Fudan University,Fudan University,CN,https://openalex.org/I24943067,https://ror.org/013q1eq08,2023,Annual snapshot 2023,2023,2023,17117,5446,5446,777,0.31816322953788634,0.04539346848162645,853,2.482809421922477,17,5114,0.29876730735526086,14972,0.8746859846935795,9145,0.5342641818075597,4786,1178,957,1246,978,7972,11227,0.65589764561547,200,False,41,26,49
Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,CN,https://openalex.org/I204983213,https://ror.org/01yqg2h08,2023,Annual snapshot 2023,2023,2023,14731,4213,4213,501,0.28599551965243364,0.034009911071889214,603,1.8882141436166073,12,3536,0.24003801507025999,12201,0.8282533432896613,4555,0.30921186613264545,2429,580,547,508,491,10176,8546,0.5801371257891521,200,False,101-150,190,111
Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,CN,https://openalex.org/I47720641,https://ror.org/00p991c53,2023,Annual snapshot 2023,2023,2023,16938,5300,5300,672,0.31290589207698666,0.03967410556145944,894,2.2283539051435444,14,3881,0.2291297673869406,14530,0.857834455071437,7655,0.4519423780847798,4401,951,644,833,826,9283,11211,0.6618845200141693,200,False,73,307,92
Hunan University,Hunan University,Hunan University,Hunan University,CN,https://openalex.org/I16609230,https://ror.org/05htk5m33,2023,Annual snapshot 2023,2023,2023,7225,2513,2513,370,0.34782006920415226,0.05121107266435986,658,2.263252153957298,13,2052,0.28401384083044984,6355,0.8795847750865052,2491,0.3447750865051903,1068,414,298,374,337,4734,4421,0.6119031141868512,200,False,151-200,477,115
Jilin University,Jilin University,Jilin University,Jilin University,CN,https://openalex.org/I194450716,https://ror.org/00js3aw79,2023,Annual snapshot 2023,2023,2023,10972,3240,3240,367,0.2952971199416697,0.03344877870944222,619,2.4891818489505426,16,2369,0.21591323368574553,10021,0.9133248268319358,5194,0.473386802770689,3062,586,374,637,535,5778,6812,0.6208530805687204,200,False,101-150,488,255
Nanjing University,Nanjing University,Nanjing University,Nanjing University,CN,https://openalex.org/I881766915,https://ror.org/01rxvg760,2023,Annual snapshot 2023,2023,2023,11112,3590,3590,488,0.3230741540676746,0.043916486681065514,821,2.6390865738194695,16,3162,0.2845572354211663,9813,0.8830993520518359,4810,0.4328653707703384,2312,663,490,751,594,6302,7042,0.6337293016558675,200,False,75,90,77
Nankai University,Nankai University,Nankai University,Nankai University,CN,https://openalex.org/I205237279,https://ror.org/01y1kjr75,2023,Annual snapshot 2023,2023,2023,7428,2502,2502,398,0.3368336025848142,0.05358104469574582,669,2.6683778500274693,15,2096,0.2821755519655358,6563,0.8835487345180398,3184,0.4286483575659666,1324,455,428,578,399,4244,4488,0.6042003231017771,200,False,151-200,329,146
Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,CN,https://openalex.org/I17145004,https://ror.org/01y0j0j86,2023,Annual snapshot 2023,2023,2023,9941,3073,3073,405,0.3091238306005432,0.040740368172216074,487,1.8111155430677726,12,2463,0.2477617945880696,8199,0.824766120108641,3114,0.3132481641685947,1536,397,341,416,424,6827,5332,0.5363645508500151,200,False,101-150,425,182
Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Peking Union Medical College,CN,https://openalex.org/I200296433,https://ror.org/02drdmm93,2023,Annual snapshot 2023,2023,2023,13453,4171,4171,595,0.3100423697316584,0.04422805322232959,1016,1.4749972009846224,9,3357,0.24953541960900913,12299,0.9142198766074482,8967,0.6665427785624024,5587,967,537,1012,864,4486,10619,0.7893406675091058,200,True,151-200,,378
Peking University,Peking University,Peking University,Peking University,CN,https://openalex.org/I20231570,https://ror.org/02v51f717,2023,Annual snapshot 2023,2023,2023,23388,7834,7834,1280,0.3349580981700017,0.054728920814092696,1107,2.5535440968315433,18,8495,0.3632204549341543,19566,0.8365828630066701,12875,0.5504959808448777,6634,1643,1403,1726,1469,10513,15268,0.6528134085855994,200,False,23,13,19
Shandong University,Shandong University,Shandong University,Shandong University,CN,https://openalex.org/I154099455,https://ror.org/0207yh398,2023,Annual snapshot 2023,2023,2023,13254,3951,3951,478,0.2980986871887732,0.03606458427644485,591,2.496570047700299,18,3435,0.25916704391127204,11466,0.8650973291081937,5977,0.45095820129772146,3176,770,581,710,740,7277,8354,0.6303002867059001,200,False,101-150,309,222
Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,Shanghai Jiao Tong University,CN,https://openalex.org/I183067930,https://ror.org/0220qvk04,2023,Annual snapshot 2023,2023,2023,25645,8248,8248,1203,0.32162214856697213,0.04690972899200624,869,2.3493687655698814,15,7587,0.29584714369272763,21879,0.853148761941899,11704,0.45638526028465587,6068,1576,1109,1522,1429,13941,16139,0.629323454864496,200,False,30,36,37
Shenzhen University,Shenzhen University,Shenzhen University,Shenzhen University,CN,https://openalex.org/I180726961,https://ror.org/01vy4gh70,2023,Annual snapshot 2023,2023,2023,10996,3755,3755,594,0.3414878137504547,0.05401964350672972,507,2.459688104525689,15,4512,0.4103310294652601,9147,0.8318479447071663,4610,0.41924336122226263,2210,640,567,621,572,6386,6567,0.5972171698799563,200,False,201-300,416,166
Sichuan University,Sichuan University,Sichuan University,Sichuan University,CN,https://openalex.org/I24185976,https://ror.org/011ashp19,2023,Annual snapshot 2023,2023,2023,18467,5791,5791,740,0.3135863973574484,0.04007147885417231,698,2.4196335445569397,17,4097,0.221855201169654,16516,0.8943520875074457,9559,0.5176260356311257,5184,1048,960,1166,1201,8908,12589,0.6817024963448313,200,False,87,300,139
Soochow University (China),Soochow University,Soochow University,Soochow University (China),CN,https://openalex.org/I3923682,https://ror.org/05t8y2r12,2023,Annual snapshot 2023,2023,2023,8873,2521,2521,343,0.2841203651527105,0.038656598670122846,635,2.3121575359474185,12,2119,0.23881438070551111,8060,0.9083737180209625,4488,0.5058041248732109,2503,565,304,664,452,4385,5959,0.6715879634847289,200,False,101-150,711-720,312
