canonical_name,matched_name,country_hint,country_code,openalex_id,ror_id,match_status,source_names,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank,in_arwu_2025,in_qs_2027,in_usnews_2026_2027
Institute of Science Tokyo,Yomiuri Science and Technology College,Japan,JP,https://openalex.org/I4210123323,https://ror.org/0364rgm75,auto,Institute of Science Tokyo,101-150,97,,True,True,False
Kyoto University,Kyoto University,Japan,JP,https://openalex.org/I22299242,https://ror.org/02kpeqv85,auto,Kyoto University,46,64,162,True,True,True
Kyushu University,Kyushu University,Japan,JP,https://openalex.org/I135598925,https://ror.org/00p4k0j84,auto,Kyushu University,,171,,False,True,False
Nagoya University,Nagoya University,Japan,JP,https://openalex.org/I60134161,https://ror.org/04chrp450,auto,Nagoya University,101-150,156,,True,True,False
The University of Osaka,The University of Osaka,Japan,JP,https://openalex.org/I98285908,https://ror.org/035t8zc32,auto,The University of Osaka,,95,,False,True,False
The University of Tokyo,The University of Tokyo,Japan,JP,https://openalex.org/I74801974,https://ror.org/057zh3y96,auto,The University of Tokyo; University of Tokyo,31,39,72,True,True,True
Tohoku University,Tohoku University,Japan,JP,https://openalex.org/I201537933,https://ror.org/01dq60k83,auto,Tohoku University,,102,,False,True,False
Hanyang University,Hanyang University,Republic of Korea,KR,https://openalex.org/I4575257,https://ror.org/046865y68,auto,Hanyang University,,155,,False,True,False
KAIST,Korea Advanced Institute of Science and Technology,Republic of Korea,KR,https://openalex.org/I157485424,https://ror.org/05apxxy63,auto,KAIST,,65,,False,True,False
Korea University,Korea University,Republic of Korea,KR,https://openalex.org/I197347611,https://ror.org/047dqcg40,auto,Korea University,,52,,False,True,False
Pohang University of Science And Technology (POSTECH),Pohang University of Science and Technology,Republic of Korea,KR,https://openalex.org/I123900574,https://ror.org/04xysgw12,manual,Pohang University of Science And Technology (POSTECH),,106,,False,True,False
Seoul National University,Seoul National University,South Korea,KR,https://openalex.org/I139264467,https://ror.org/04h9pn542,auto,Seoul National University,81,38,121,True,True,True
Sungkyunkwan University,Sungkyunkwan University,South Korea,KR,https://openalex.org/I848706,https://ror.org/04q78tk20,auto,Sungkyunkwan University; Sungkyunkwan University (SKKU),151-200,108,,True,True,False
Yonsei University,Yonsei University,South Korea,KR,https://openalex.org/I193775966,https://ror.org/01wjejq96,auto,Yonsei University,151-200,42,135,True,True,True
Al-Farabi Kazakh National University,Al-Farabi Kazakh National University,Kazakhstan,KZ,https://openalex.org/I185571130,https://ror.org/03q0vrn42,auto,Al-Farabi Kazakh National University,,177,,False,True,False
Tecnológico de Monterrey,Tecnológico de Monterrey,Mexico,MX,https://openalex.org/I98461037,https://ror.org/03ayjn504,auto,Tecnológico de Monterrey,,188,,False,True,False
Universidad Nacional Autónoma de México (UNAM),Universidad Nacional Autónoma de México,Mexico,MX,https://openalex.org/I8961855,https://ror.org/01tmp8f25,manual,Universidad Nacional Autónoma de México (UNAM),,145,,False,True,False
Universiti Kebangsaan Malaysia (UKM),National University of Malaysia,Malaysia,MY,https://openalex.org/I885383172,https://ror.org/00bw8d226,manual,Universiti Kebangsaan Malaysia (UKM),,130,,False,True,False
Universiti Malaya (UM),University of Malaya,Malaysia,MY,https://openalex.org/I33849332,https://ror.org/00rzspn62,manual,Universiti Malaya (UM),,56,,False,True,False
Universiti Putra Malaysia (UPM),Universiti Putra Malaysia,Malaysia,MY,https://openalex.org/I130343225,https://ror.org/02e91jd64,manual,Universiti Putra Malaysia (UPM),,138,,False,True,False
Universiti Sains Malaysia (USM),Universiti Sains Malaysia,Malaysia,MY,https://openalex.org/I139322472,https://ror.org/02rgb2k63,manual,Universiti Sains Malaysia (USM),,128,,False,True,False
Universiti Teknologi Malaysia,University of Technology Malaysia,Malaysia,MY,https://openalex.org/I4576418,https://ror.org/026w31v75,auto,Universiti Teknologi Malaysia,,158,,False,True,False
Delft University of Technology,Delft University of Technology,Netherlands,NL,https://openalex.org/I98358874,https://ror.org/02e2c7k09,auto,Delft University of Technology,151-200,48,170,True,True,True
Eindhoven University of Technology,Eindhoven University of Technology,Netherlands,NL,https://openalex.org/I83019370,https://ror.org/02c2kyt77,auto,Eindhoven University of Technology,,152,,False,True,False
Erasmus University Rotterdam,Erasmus University Rotterdam,Netherlands,NL,https://openalex.org/I913958620,https://ror.org/057w15z03,auto,Erasmus University Rotterdam,101-150,148,89,True,True,True
Leiden University,Leiden University,Netherlands,NL,https://openalex.org/I121797337,https://ror.org/027bh9e22,auto,Leiden University,101-150,119,61,True,True,True
Maastricht University,Maastricht University,Netherlands,NL,https://openalex.org/I34352273,https://ror.org/02jz4aj89,auto,Maastricht University,,,183,False,False,True
Radboud University Nijmegen,Radboud University Nijmegen,Netherlands,NL,https://openalex.org/I145872427,https://ror.org/016xsfp80,auto,Radboud University Nijmegen,101-150,,142,True,False,True
University of Amsterdam,University of Amsterdam,Netherlands,NL,https://openalex.org/I887064364,https://ror.org/04dkp9463,auto,University of Amsterdam,101-150,60,39,True,True,True
University of Groningen,University of Groningen,Netherlands,NL,https://openalex.org/I169381384,https://ror.org/012p63287,auto,University of Groningen,73,157,77,True,True,True
Utrecht University,Utrecht University,Netherlands,NL,https://openalex.org/I193662353,https://ror.org/04pp8hn57,auto,Utrecht University,56,113,54,True,True,True
Vrije Universiteit Amsterdam,Vrije Universiteit Amsterdam,Netherlands,NL,https://openalex.org/I865915315,https://ror.org/008xxew50,auto,Vrije Universiteit Amsterdam,151-200,185,91,True,True,True
Wageningen University and Research Center,Wageningen University & Research,Netherlands,NL,https://openalex.org/I913481162,https://ror.org/04qw24q55,auto,Wageningen University & Research; Wageningen University and Research Center,151-200,154,119,True,True,True
NTNU - Norwegian University of Science and Technology,Norwegian University of Science and Technology,Norway,NO,https://openalex.org/I204778367,https://ror.org/05xg72x27,manual,NTNU - Norwegian University of Science and Technology,151-200,,,True,False,False
University of Oslo,University of Oslo,Norway,NO,https://openalex.org/I184942183,https://ror.org/01xtthb56,auto,University of Oslo,83,131,105,True,True,True
The University of Auckland,University of Auckland,New Zealand,NZ,https://openalex.org/I154130895,https://ror.org/03b94tp07,manual,The University of Auckland; University of Auckland,,67,117,False,True,True
University of Otago,University of Otago,New Zealand,NZ,https://openalex.org/I80281795,https://ror.org/01jmxt844,auto,University of Otago,,198,,False,True,False
Qatar University,Qatar University,Qatar,QA,https://openalex.org/I60342839,https://ror.org/00yhnba62,auto,Qatar University,,109,,False,True,False
Lomonosov Moscow State University,Lomonosov Moscow State University,Russia,RU,https://openalex.org/I19880235,https://ror.org/010pmpe69,auto,Lomonosov Moscow State University; Moscow State University,101-150,115,,True,True,False
KFUPM,King Fahd University of Petroleum and Minerals,Saudi Arabia,SA,https://openalex.org/I134085113,https://ror.org/03yez3163,auto,KFUPM,,63,,False,True,False
King Abdulaziz University (KAU),King Abdulaziz University,Saudi Arabia,SA,https://openalex.org/I185163786,https://ror.org/02ma4wv74,manual,King Abdulaziz University; King Abdulaziz University (KAU),,200,122,False,True,True
King Abdullah University of Science and Technology,King Abdullah University of Science and Technology,Saudi Arabia,SA,https://openalex.org/I71920554,https://ror.org/01q3tbs38,auto,King Abdullah University of Science and Technology,,,103,False,False,True
King Saud University,King Saud University,Saudi Arabia,SA,https://openalex.org/I28022161,https://ror.org/02f81g417,auto,King Saud University,101-150,107,139,True,True,True
Chalmers University of Technology,Chalmers University of Technology,Sweden,SE,https://openalex.org/I66862912,https://ror.org/040wg7k59,auto,Chalmers University of Technology,,174,,False,True,False
KTH Royal Institute of Technology,KTH Royal Institute of Technology,Sweden,SE,https://openalex.org/I86987016,https://ror.org/026vcq606,auto,KTH Royal Institute of Technology,,82,,False,True,False
Karolinska Institute,Karolinska Institutet,Sweden,SE,https://openalex.org/I28166907,https://ror.org/056d84691,auto,Karolinska Institute,50,,57,True,False,True
Lund University,Lund University,Sweden,SE,https://openalex.org/I187531555,https://ror.org/012a77v79,auto,Lund University,101-150,71,124,True,True,True
Stockholm University,Stockholm University,Sweden,SE,https://openalex.org/I161593684,https://ror.org/05f0yaq80,auto,Stockholm University,100,167,193,True,True,True
University of Gothenburg,University of Gothenburg,Sweden,SE,https://openalex.org/I881427289,https://ror.org/01tm6cn81,auto,University of Gothenburg,151-200,,177,True,False,True
Uppsala University,Uppsala University,Sweden,SE,https://openalex.org/I123387679,https://ror.org/048a87296,auto,Uppsala University,93,87,146,True,True,True
"Nanyang Technological University, Singapore (NTU Singapore)",Nanyang Technological University,Singapore,SG,https://openalex.org/I172675005,https://ror.org/02e7b5302,auto,"Nanyang Technological University; Nanyang Technological University, Singapore (NTU Singapore)",88,12,27,True,True,True
National University of Singapore,National University of Singapore,Singapore,SG,https://openalex.org/I165932596,https://ror.org/01tgyzw49,auto,National University of Singapore; National University of Singapore (NUS),56,10,16,True,True,True
National Cheng Kung University (NCKU),National Cheng Kung University,Taiwan,TW,https://openalex.org/I91807558,https://ror.org/01b8kcc49,manual,National Cheng Kung University (NCKU),,191,,False,True,False
National Taiwan University (NTU),National Taiwan University,Taiwan,TW,https://openalex.org/I16733864,https://ror.org/05bqach95,manual,National Taiwan University (NTU),,54,,False,True,False
National Tsing Hua University - NTHU,National Tsing Hua University,Taiwan,TW,https://openalex.org/I25846049,https://ror.org/00zdnkx70,manual,National Tsing Hua University - NTHU,,142,,False,True,False
National Yang Ming Chiao Tung University (NYCU Taiwan),National Yang Ming Chiao Tung University,Taiwan,TW,https://openalex.org/I148366613,https://ror.org/00se2k293,manual,National Yang Ming Chiao Tung University (NYCU Taiwan),,177,,False,True,False
Indian Institute of Technology Madras (IITM),"Indian Institute of Technology Madras, Zanzibar",India,TZ,https://openalex.org/I4405261081,https://ror.org/04rje7438,auto,Indian Institute of Technology Madras (IITM),,170,,False,True,False
Arizona State University--Tempe,Arizona State University,United States,US,https://openalex.org/I55732556,https://ror.org/03efmqc40,auto,Arizona State University; Arizona State University--Tempe,151-200,172,179,True,True,True
Baylor College of Medicine,Baylor College of Medicine,United States,US,https://openalex.org/I181547552,https://ror.org/02pttbw34,manual,Baylor College of Medicine,,,144,False,False,True
Boston University,Boston University,United States,US,https://openalex.org/I111088046,https://ror.org/05qwgg493,auto,Boston University,101-150,94,96,True,True,True
Brown University,Brown University,United States,US,https://openalex.org/I27804330,https://ror.org/05gq02987,auto,Brown University,101-150,66,144,True,True,True
California Institute of Technology,California Institute of Technology,United States,US,https://openalex.org/I122411786,https://ror.org/05dxps055,auto,California Institute of Technology; California Institute of Technology (Caltech),9,7,23,True,True,True
Carnegie Mellon University,Carnegie Mellon University,United States,US,https://openalex.org/I74973139,https://ror.org/05x2bcf33,auto,Carnegie Mellon University,101-150,55,112,True,True,True
Case Western Reserve University,Case Western Reserve University,United States,US,https://openalex.org/I58956616,https://ror.org/051fd9666,auto,Case Western Reserve University,151-200,,189,True,False,True
Columbia University,Columbia University,United States,US,https://openalex.org/I78577930,https://ror.org/00hj8s172,auto,Columbia University,8,43,10,True,True,True
Cornell University,Cornell University,United States,US,https://openalex.org/I205783295,https://ror.org/05bnh6r87,auto,Cornell University,12,16,13,True,True,True
Duke University,Duke University,United States,US,https://openalex.org/I170897317,https://ror.org/00py81415,auto,Duke University,46,70,30,True,True,True
Emory University,Emory University,United States,US,https://openalex.org/I150468666,https://ror.org/03czfpz43,auto,Emory University,101-150,183,64,True,True,True
Georgia Institute of Technology,Georgia Institute of Technology,United States,US,https://openalex.org/I130701444,https://ror.org/01zkghx44,auto,Georgia Institute of Technology,151-200,142,94,True,True,True
Harvard University,Harvard University,United States,US,https://openalex.org/I136199984,https://ror.org/03vek6s52,auto,Harvard University,1,5,1,True,True,True
Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,United States,US,https://openalex.org/I98704320,https://ror.org/04a9tmd77,auto,Icahn School of Medicine at Mount Sinai,101-150,,46,True,False,True
"Indiana University, Bloomington",Indiana University Bloomington,United States,US,https://openalex.org/I4210119109,https://ror.org/02k40bc56,auto,"Indiana University Bloomington; Indiana University, Bloomington",101-150,,155,True,False,True
Johns Hopkins University,Johns Hopkins University,United States,US,https://openalex.org/I145311948,https://ror.org/00za53h95,auto,Johns Hopkins University,19,20,17,True,True,True
Massachusetts Institute of Technology,Massachusetts Institute of Technology,United States,US,https://openalex.org/I63966007,https://ror.org/042nb2s44,auto,Massachusetts Institute of Technology; Massachusetts Institute of Technology (MIT),3,1,2,True,True,True
"Mayo Clinic College of Medicine and Science, Minnesota",Mayo Clinic,United States,US,https://openalex.org/I1330342723,https://ror.org/02qp3tb03,manual,"Mayo Clinic College of Medicine and Science, Minnesota",101-150,,,True,False,False
Michigan State University,Michigan State University,United States,US,https://openalex.org/I87216513,https://ror.org/05hs6h993,auto,Michigan State University,151-200,182,127,True,True,True
New York University,New York University,United States,US,https://openalex.org/I57206974,https://ror.org/0190ak572,auto,New York University; New York University (NYU),28,58,36,True,True,True
Northwestern University,Northwestern University,United States,US,https://openalex.org/I111979921,https://ror.org/000e0be47,auto,Northwestern University,31,45,26,True,True,True
"Ohio State University, Columbus",The Ohio State University,United States,US,https://openalex.org/I52357470,https://ror.org/00rs6vg23,manual,"Ohio State University, Columbus; Ohio State University--Columbus",83,,64,True,False,True
"Pennsylvania State University, University Park",Pennsylvania State University,United States,US,https://openalex.org/I130769515,https://ror.org/04p491231,manual,"Pennsylvania State University; Pennsylvania State University, University Park; Pennsylvania State University--University Park",101-150,92,92,True,True,True
Princeton University,Princeton University,United States,US,https://openalex.org/I20089843,https://ror.org/00hx57361,auto,Princeton University,7,27,14,True,True,True
"Purdue University, West Lafayette",Purdue University West Lafayette,United States,US,https://openalex.org/I219193219,https://ror.org/02dqehb95,auto,"Purdue University; Purdue University, West Lafayette; Purdue University--West Lafayette",101-150,100,152,True,True,True
Rice University,Rice University,United States,US,https://openalex.org/I74775410,https://ror.org/008zs3103,auto,Rice University,101-150,122,,True,True,False
Rockefeller University,Rockefeller University,United States,US,https://openalex.org/I83399316,https://ror.org/0420db125,auto,Rockefeller University,29,,125,True,False,True
"Rutgers, The State University of New Jersey - New Brunswick","Rutgers, The State University of New Jersey",United States,US,https://openalex.org/I102322142,https://ror.org/05vt9qd57,manual,"Rutgers, The State University of New Jersey - New Brunswick; Rutgers, The State University of New Jersey--New Brunswick",151-200,,155,True,False,True
Stanford University,Stanford University,United States,US,https://openalex.org/I97018004,https://ror.org/00f54p054,auto,Stanford University,2,2,3,True,True,True
Texas A&M University--College Station,Texas A&M University,United States of America,US,https://openalex.org/I91045830,https://ror.org/01f5ytq51,auto,Texas A&M University; Texas A&M University--College Station,,169,177,False,True,True
The University of Texas MD Anderson Cancer Center,The University of Texas MD Anderson Cancer Center,United States,US,https://openalex.org/I1343551460,https://ror.org/04twxam07,auto,The University of Texas MD Anderson Cancer Center,86,,,True,False,False
The University of Texas at Austin,The University of Texas at Austin,United States,US,https://openalex.org/I86519309,https://ror.org/00hj54h04,auto,The University of Texas at Austin; University of Texas at Austin; University of Texas--Austin,49,72,56,True,True,True
University of Alabama--Birmingham,University of Alabama at Birmingham,United States,US,https://openalex.org/I32389192,https://ror.org/008s83205,auto,University of Alabama--Birmingham,,,188,False,False,True
University of Arizona,University of Arizona,United States,US,https://openalex.org/I138006243,https://ror.org/03m2x1q45,auto,University of Arizona,151-200,,102,True,False,True
"University of California, Berkeley","University of California, Berkeley",United States,US,https://openalex.org/I95457486,https://ror.org/01an7q238,auto,"University of California, Berkeley; University of California, Berkeley (UCB); University of California--Berkeley",5,20,7,True,True,True
"University of California, Davis","University of California, Davis",United States,US,https://openalex.org/I84218800,https://ror.org/05rrcem69,auto,"University of California, Davis; University of California--Davis",101-150,137,95,True,True,True
"University of California, Irvine","University of California, Irvine",United States,US,https://openalex.org/I204250578,https://ror.org/04gyf1771,auto,"University of California, Irvine; University of California--Irvine",79,,99,True,False,True
"University of California, Los Angeles","University of California, Los Angeles",United States,US,https://openalex.org/I161318765,https://ror.org/046rm7j60,auto,"University of California, Los Angeles; University of California, Los Angeles (UCLA); University of California--Los Angeles",16,49,11,True,True,True
"University of California, San Diego",University of California San Diego,United States,US,https://openalex.org/I36258959,https://ror.org/0168r3w48,auto,"University of California, San Diego; University of California, San Diego (UCSD); University of California--San Diego",20,81,23,True,True,True
"University of California, San Francisco","University of California, San Francisco",United States,US,https://openalex.org/I180670191,https://ror.org/043mz5j54,auto,"University of California, San Francisco; University of California--San Francisco",21,,22,True,False,True
"University of California, Santa Barbara","University of California, Santa Barbara",United States,US,https://openalex.org/I154570441,https://ror.org/02t274463,auto,"University of California, Santa Barbara; University of California, Santa Barbara (UCSB); University of California--Santa Barbara",70,173,100,True,True,True
"University of California, Santa Cruz","University of California, Santa Cruz",United States,US,https://openalex.org/I185103710,https://ror.org/03s65by71,auto,"University of California, Santa Cruz; University of California--Santa Cruz",151-200,,141,True,False,True
University of Chicago,University of Chicago,United States,US,https://openalex.org/I40347166,https://ror.org/024mw5h28,auto,University of Chicago,10,24,25,True,True,True
University of Colorado Anschutz Medical Campus,University of Colorado Anschutz Medical Campus,United States,US,https://openalex.org/I51713134,https://ror.org/03wmf1y16,auto,University of Colorado Anschutz Medical Campus,,,193,False,False,True
University of Colorado Boulder,University of Colorado Boulder,United States,US,https://openalex.org/I188538660,https://ror.org/02ttsq026,auto,University of Colorado Boulder; University of Colorado--Boulder,62,,105,True,False,True
University of Florida,University of Florida,United States,US,https://openalex.org/I33213144,https://ror.org/02y3ad647,auto,University of Florida,151-200,,105,True,False,True
"University of Illinois Urbana, Champaign",University of Illinois Urbana-Champaign,United States,US,https://openalex.org/I157725225,https://ror.org/047426m28,auto,"University of Illinois Urbana, Champaign; University of Illinois Urbana-Champaign; University of Illinois--Urbana-Champaign",53,74,98,True,True,True
"University of Maryland, College Park","University of Maryland, College Park",United States,US,https://openalex.org/I66946132,https://ror.org/047s2c258,auto,"University of Maryland, College Park; University of Maryland--College Park",55,,82,True,False,True
University of Massachusetts Chan Medical School,University of Massachusetts Chan Medical School,United States,US,https://openalex.org/I166722992,https://ror.org/0464eyp60,auto,University of Massachusetts Chan Medical School,151-200,,,True,False,False
University of Massachusetts--Amherst,University of Massachusetts Amherst,United States,US,https://openalex.org/I24603500,https://ror.org/0072zz521,auto,University of Massachusetts--Amherst,,,160,False,False,True
"University of Michigan, Ann Arbor",University of Michigan,United States,US,https://openalex.org/I27837315,https://ror.org/00jmfr291,auto,"University of Michigan, Ann Arbor; University of Michigan--Ann Arbor; University of Michigan-Ann Arbor",33,51,21,True,True,True
"University of Minnesota, Twin Cities",University of Minnesota,United States,US,https://openalex.org/I130238516,https://ror.org/017zqws13,auto,"University of Minnesota, Twin Cities; University of Minnesota--Twin Cities",51,,76,True,False,True
University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,United States,US,https://openalex.org/I114027177,https://ror.org/0130frc33,auto,University of North Carolina at Chapel Hill; University of North Carolina--Chapel Hill,39,158,55,True,True,True
University of Pennsylvania,University of Pennsylvania,United States,US,https://openalex.org/I79576946,https://ror.org/00b30xv10,auto,University of Pennsylvania,14,15,17,True,True,True
University of Pittsburgh,University of Pittsburgh,United States,US,https://openalex.org/I170201317,https://ror.org/01an3r305,auto,University of Pittsburgh,88,,57,True,False,True
University of Southern California,University of Southern California,United States,US,https://openalex.org/I1174212,https://ror.org/03taz7m60,auto,University of Southern California,68,153,74,True,True,True
University of Texas Southwestern Medical Center--Dallas,The University of Texas Southwestern Medical Center,United States,US,https://openalex.org/I867280407,https://ror.org/05byvp690,auto,University of Texas Southwestern Medical Center; University of Texas Southwestern Medical Center--Dallas,58,,113,True,False,True
University of Utah,University of Utah,United States,US,https://openalex.org/I223532165,https://ror.org/03r0ha626,auto,University of Utah,151-200,,170,True,False,True
University of Virginia,University of Virginia,United States,US,https://openalex.org/I51556381,https://ror.org/0153tk833,auto,University of Virginia,,,135,False,False,True
University of Washington,University of Washington,United States,US,https://openalex.org/I201448701,https://ror.org/00cvxb145,auto,University of Washington,17,92,12,True,True,True
"University of Wisconsin, Madison",University of Wisconsin–Madison,United States,US,https://openalex.org/I135310074,https://ror.org/01y2jtd41,auto,"University of Wisconsin, Madison; University of Wisconsin--Madison; University of Wisconsin-Madison",36,131,60,True,True,True
Vanderbilt University,Vanderbilt University,United States,US,https://openalex.org/I200719446,https://ror.org/02vm5rt34,auto,Vanderbilt University,62,,68,True,False,True
Washington University in St Louis,Washington University in St. Louis,United States,US,https://openalex.org/I204465549,https://ror.org/01yc7t268,auto,Washington University in St Louis; Washington University in St. Louis,26,162,32,True,True,True
Yale University,Yale University,United States,US,https://openalex.org/I32971472,https://ror.org/03v76x132,auto,Yale University,11,16,8,True,True,True
University of Cape Town,University of Cape Town,South Africa,ZA,https://openalex.org/I157614274,https://ror.org/03p74gp79,auto,University of Cape Town,,184,122,False,True,True
