canonical_name,display_name,matched_name,source_names,country_code,openalex_id,ror_id,window_key,window_label,window_start,window_end,works,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,field_entropy,active_fields,international_collab_count,international_collab_share,core_source_count,core_source_share,oa_count,oa_share,oa_gold_count,oa_hybrid_count,oa_green_count,oa_bronze_count,oa_diamond_count,closed_count,sdg_count,sdg_share,funder_count,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
Khalifa University,Khalifa University of Science and Technology,Khalifa University of Science and Technology,Khalifa University,AE,https://openalex.org/I176601375,https://ror.org/05hffr360,2020,Annual snapshot 2020,2020,2020,1645,510,510,66,0.3100303951367781,0.04012158054711246,274,2.1780256781341336,4,1209,0.7349544072948329,1308,0.7951367781155015,697,0.4237082066869301,332,103,155,57,50,948,1004,0.6103343465045593,200,False,601-700,147,340
Universidad de Buenos Aires (UBA),Universidad de Buenos Aires,Universidad de Buenos Aires,Universidad de Buenos Aires (UBA),AR,https://openalex.org/I24354313,https://ror.org/0081fs513,2020,Annual snapshot 2020,2020,2020,6105,1023,1023,90,0.16756756756756758,0.014742014742014743,503,2.512414206183414,12,2267,0.37133497133497134,2805,0.4594594594594595,4710,0.7714987714987716,514,215,1338,550,2093,1395,3833,0.6278460278460278,200,False,,84,
Technische Universität Wien,TU Wien,TU Wien,Technische Universität Wien,AT,https://openalex.org/I145847075,https://ror.org/04d836q62,2020,Annual snapshot 2020,2020,2020,3202,711,711,94,0.22204871955028108,0.029356652092442224,623,2.3519723991096773,7,1872,0.584634603372892,2242,0.7001873828856965,2043,0.6380387257963772,605,595,451,149,243,1159,1677,0.5237351655215491,200,False,,191,
University of Vienna,University of Vienna,University of Vienna,University of Vienna,AT,https://openalex.org/I129774422,https://ror.org/03prydq77,2020,Annual snapshot 2020,2020,2020,5613,1593,1593,249,0.2838054516301443,0.04436130411544629,774,2.834785040180623,17,3430,0.6110814181364689,3725,0.6636379832531623,3801,0.6771779796900054,1096,1131,772,459,343,1812,3241,0.5774095848922145,200,False,101-150,140,193
Curtin University,Curtin University,Curtin University,Curtin University,AU,https://openalex.org/I205640436,https://ror.org/02n415q13,2020,Annual snapshot 2020,2020,2020,4939,1661,1661,249,0.3363028953229399,0.05041506377809273,568,2.6954164256249227,14,3127,0.6331241141931565,4112,0.8325571978133225,2827,0.5723830734966593,922,247,903,522,233,2112,3066,0.6207734359182021,200,False,201-300,189,155
Deakin University,Deakin University,Deakin University,Deakin University,AU,https://openalex.org/I149704539,https://ror.org/02czsnj07,2020,Annual snapshot 2020,2020,2020,5373,2052,2052,324,0.38190954773869346,0.06030150753768844,608,2.602435042545214,14,2977,0.5540666294435138,4305,0.8012283640424344,4522,0.8416154848315652,955,201,2720,425,221,851,3564,0.6633165829145728,200,False,201-300,227,142
"Macquarie University (Sydney, Australia)",Macquarie University,Macquarie University,"Macquarie University; Macquarie University (Sydney, Australia)",AU,https://openalex.org/I99043593,https://ror.org/01sf06y89,2020,Annual snapshot 2020,2020,2020,5262,1839,1839,282,0.34948688711516535,0.053591790193842644,648,2.7261410372704384,15,2958,0.5621436716077537,4097,0.7786012922843025,2669,0.5072215887495249,928,271,795,527,148,2593,3374,0.6412010642341315,200,False,201-300,126,173
Monash University,Monash University,Monash University,Monash University,AU,https://openalex.org/I56590836,https://ror.org/02bfwt286,2020,Annual snapshot 2020,2020,2020,13557,4613,4613,754,0.34026702072729953,0.05561702441543114,1066,2.539125107355561,18,8037,0.5928302721841116,11306,0.8339603157040644,8014,0.5911337316515454,2410,805,2524,1759,516,5543,8978,0.6622409087556244,200,False,76,31,38
Queensland University of Technology,Queensland University of Technology,Queensland University of Technology,Queensland University of Technology,AU,https://openalex.org/I160993911,https://ror.org/03pnv4752,2020,Annual snapshot 2020,2020,2020,5168,1823,1823,269,0.35274767801857587,0.05205108359133127,605,2.678074324406245,12,2927,0.5663699690402477,4310,0.8339783281733746,3097,0.5992647058823529,992,232,1088,573,212,2071,3366,0.6513157894736842,200,False,301-400,240,172
RMIT University,RMIT University,RMIT University,RMIT University,AU,https://openalex.org/I82951845,https://ror.org/04ttjf776,2020,Annual snapshot 2020,2020,2020,4376,1538,1538,249,0.35146252285191953,0.05690127970749543,488,2.611003644441497,12,2715,0.6204296160877514,3346,0.7646252285191956,3297,0.7534277879341865,634,159,2051,183,270,1079,2702,0.6174588665447898,200,False,301-400,119,173
Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,Swinburne University of Technology,AU,https://openalex.org/I57093077,https://ror.org/031rekg67,2020,Annual snapshot 2020,2020,2020,2959,1051,1051,184,0.35518756336600205,0.06218316998986144,499,2.574749508963967,8,1780,0.6015545792497465,2346,0.7928354173707334,1600,0.540723217303143,415,118,648,264,155,1359,1742,0.5887124028387969,200,False,201-300,291,164
The Australian National University,Australian National University,Australian National University,Australian National University; Australian National University (ANU); The Australian National University,AU,https://openalex.org/I118347636,https://ror.org/019wvm592,2020,Annual snapshot 2020,2020,2020,6450,2109,2109,361,0.3269767441860465,0.05596899224806202,1054,2.7777775191295273,16,3791,0.5877519379844961,4655,0.7217054263565892,3725,0.5775193798449613,940,382,1174,907,322,2725,3921,0.607906976744186,200,False,101-150,29,81
The University of Adelaide,The University of Adelaide,The University of Adelaide,Adelaide University; The University of Adelaide,AU,https://openalex.org/I5681781,https://ror.org/00892tw58,2020,Annual snapshot 2020,2020,2020,6199,2022,2022,345,0.3261816422003549,0.05565413776415551,883,2.707735642798144,15,3575,0.5767059203097273,5190,0.8372318115825134,3216,0.5187933537667365,1102,380,826,626,282,2983,4189,0.6757541538957896,200,False,151-200,79,85
