canonical_name,display_name,matched_name,country_code,openalex_id,ror_id,works_2020_2024,cited_by_proxy,top10_count,top1_count,top10_share,top1_share,h_index,oa_share,international_collab_proxy_share,field_entropy,active_fields,has_medical_school_or_center,arwu_2025_rank,qs_2027_rank,usnews_2026_2027_rank
Central South University,Central South University,Central South University,CN,https://openalex.org/I139660479,https://ror.org/00f1zfq44,108130,1918753,1918753,706,17.744871913437528,5.498906671152119,706,0.5935263109220383,0.5252269956953569,1.3590696949021148,6,False,96,452,131
China Agricultural University,China Agricultural University,China Agricultural University,CN,https://openalex.org/I52158045,https://ror.org/04v3ywz14,42604,684186,684186,565,16.059196319594403,4.935438786321319,565,0.6997230307013426,0.40881034199760347,0.8798945980054136,4,False,151-200,477,192
Chongqing University,Chongqing University,Chongqing University,CN,https://openalex.org/I158842170,https://ror.org/023rhb549,56119,1080793,1080793,480,19.258949731819882,5.528225194078918,480,0.41362105525757764,0.42306252073269857,0.7963399430904395,3,False,151-200,465,202
Dalian University of Technology,Dalian University of Technology,Dalian University of Technology,CN,https://openalex.org/I27357992,https://ror.org/023hj5876,46162,875000,875000,563,18.954984619383907,5.0175527066079635,563,0.34201291105238074,0.43618105773272864,1.006227398354275,5,False,151-200,463,254
Fudan University,Fudan University,Fudan University,CN,https://openalex.org/I24943067,https://ror.org/013q1eq08,99046,1684033,1684033,853,17.002534176039415,4.974816702301106,853,0.6501726470528845,0.5914583932014075,1.8610114825338668,9,True,41,26,49
Harbin Institute of Technology,Harbin Institute of Technology,Harbin Institute of Technology,CN,https://openalex.org/I204983213,https://ror.org/01yqg2h08,74147,1433039,1433039,602,19.32699906941616,5.643822595086531,602,0.338435809945109,0.4526541432898522,0.925641590434675,5,False,101-150,190,111
Huazhong University of Science and Technology,Huazhong University of Science and Technology,Huazhong University of Science and Technology,CN,https://openalex.org/I47720641,https://ror.org/00p991c53,103913,2199804,2199804,894,21.16967078228903,5.363925504788849,894,0.5607671802373139,0.5374611601907309,1.4621516491175757,7,False,73,307,92
Hunan University,Hunan University,Hunan University,CN,https://openalex.org/I16609230,https://ror.org/05htk5m33,36992,913315,913315,658,24.689527465397923,6.637599266951741,658,0.3736753892733564,0.6167293043330606,1.5467777528707871,6,False,151-200,477,115
Jilin University,Jilin University,Jilin University,CN,https://openalex.org/I194450716,https://ror.org/00js3aw79,64904,1103437,1103437,619,17.00106310859115,5.477765864772499,619,0.546422408480217,0.5810126507014806,1.6677346763196705,7,False,101-150,488,255
Nanjing University,Nanjing University,Nanjing University,CN,https://openalex.org/I881766915,https://ror.org/01rxvg760,60589,1161765,1161765,821,19.174520127415867,5.93934037029446,821,0.53834854511545,0.6410131859379103,1.8682260450017434,8,False,75,90,77
Nankai University,Nankai University,Nankai University,CN,https://openalex.org/I205237279,https://ror.org/01y1kjr75,42631,862107,862107,669,20.222537590016653,5.995190896570409,669,0.5355961624170205,0.6304537965214648,1.7957229943073114,6,False,151-200,329,146
Northwestern Polytechnical University,Northwestern Polytechnical University,Northwestern Polytechnical University,CN,https://openalex.org/I17145004,https://ror.org/01y0j0j86,49685,976912,976912,487,19.662111301197545,6.842209110946418,487,0.35314481231760086,0.5201388366346166,0.9667227534834787,5,False,101-150,425,182
Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,Chinese Academy of Medical Sciences & Peking Union Medical College,CN,https://openalex.org/I200296433,https://ror.org/02drdmm93,90601,1481750,1481750,1016,16.354675996953677,4.039884645403675,1016,0.7344069050010485,0.39299457504251656,1.0371625925790897,4,True,151-200,,378
